Q0K793	H16_A3053
P74480	slr1928
P73923	slr2095
P74647	sll0723
Q55890	slr0115
Q6ZEQ4	sll5076
P72896	slr1618
P72930	sll1020
Q6YRQ9	slr6095
Q55598	slr0384
P72903	slr1067
P74524	slr1420
P73100	sll1929
P74076	slr1340
P73281	sll1071
P74595	slr1564
P73608	slr1857
P73135	slr1024
Q6ZEV1	slr5029
Q55549	slr0168
P73596	sll1307
P72730	slr1416
Q55645	slr0352
P73388	slr1828
P73653	ssr3188
Q55846	sll0471
P74736	slr0593
P73702	sll1696
Q55398	sll0545
Q55130	slr0440
P72862	slr0969
P73724	sll1624
P73010	slr1046
Q6ZEH5	slr7023
P73175	sll1292
P74018	sll1226
P74694	slr0455
Q55198	sll0681
Q6ZEH4	slr7024
P74152	slr1467
P74601	sll1489
Q55631	sll0749
P74534	sll1338
P74693	slr0454
P73707	sll1692
Q55722	slr0643
P74500	slr1940
P72693	ssl0426
P74569	slr0657
Q55565	slr0179
Q55548	slr0338
Q55723	sll0606
P74062	slr0822
Q55406	sll0541
Q55155	slr0063
P74673	slr1668
P74619	sll1477
P73872	sll0254
P73148	sll0985
Q6YRV9	slr6045
P73402	sll1723
P73220	sll1927
Q6ZE44	sll8048
P74622	sll1475
Q55932	sll0798
Q55606	slr0771
Q6ZE85	sll8007
P74188	slr1276
Q6ZED8	slr7060
P72888	slr1610
P74614	sll1484
P73937	ssl2789
P73172	sll1296
P74732	slr0591
P73967	slr1523
P73032	slr1753
Q6ZEB3	sll7085
P72694	slr0239
Q55937	slr0796
P74326	ssr1600
P74115	sll1888
Q55987	slr0765
P74434	ssr0657
P73828	sll1905
P74381	sll0424
Q55980	sll0662
P73276	slr1147
Q55742	sll0383
P72770	slr1776
Q55672	slr0016
P74146	ssl2717
P72900	slr1064
Q55579	slr0362
P74803	ssl0511
Q6YRP4	slr6110
Q6ZET2	sll5048
Q55475	slr0533
P73232	slr2012
P74248	slr1169
Q55588	slr0373
P73168	slr1385
P72603	sll1405
P74443	slr0144
Q6ZEC5	slr7073
Q55431	sll0823
Q55571	sll0157
P73546	slr1367
P73927	slr2099
P74515	slr0990
Q55436	slr0848
P74129	slr1978
Q55527	slr0322
P72727	slr1413
Q6YRU9	sll6055
P73096	slr2053
P73680	sll2002
P74349	sll1533
Q55861	slr0619
P72863	slr0971
Q55782	slr0209
P72809	slr1798
P73785	slr1247
P73742	sll0858
P72997	sll1504
P73180	slr1391
P74449	slr0150
Q55641	sll0320
P74184	slr1272
P73435	ssl2823
P74453	sll0148
P74172	sll1370
P74626	slr1584
P72985	slr1600
P72646	sll1054
P73051	slr1770
P73356	slr1206
P74535	sll1336
P74186	slr1274
Q55636	slr0345
Q55453	slr0036
P72948	sll0649
P73012	slr1048
P74465	slr0163
Q55902	slr0298
P72944	slr0680
Q6ZED5	sll7063
P73710	sll1689
P73017	slr1052
P73716	slr1732
P73247	sll1915
P73719	sll1628
Q55576	slr0359
P73048	sll1638
P74685	sll0443
P73987	slr2120
Q55446	sll0040
Q6ZEP4	sll5086
P74708	sll1109
Q55799	slr0079
Q55701	sll0195
Q55619	sll0759
P73155	slr1039
P74697	slr0458
Q55491	sll0498
Q6ZEI4	slr7014
P72609	slr1490
Q6ZEI3	slr7015
P73218	slr1710
P74096	sll1898
P73176	sll1291
P73725	sll1623
Q55570	sll0160
P74195	slr1282
P73404	slr1837
P73153	sll0981
P73711	sll1688
P74473	slr1923
P73368	slr1216
P72799	slr1794
P72847	sll1186
P74796	ssl0350
Q6ZEQ9	slr5071
P74375	slr0442
Q55477	slr0535
P74139	slr1983
P74365	sll1524
P73614	slr1864
Q55658	sll0023
Q55430	slr0845
P74498	sll1848
P73961	ssr2554
Q55454	sll0034
Q55838	sll0474
P73034	sll1647
P73197	sll1582
P74769	ssr1528
P73983	slr2116
Q55718	slr0640
P74082	sll1252
P73438	sll1462
Q6ZEB1	sll7087
Q55591	slr0377
P73429	ssr2595
P72907	slr1071
P73885	slr0267
P73929	slr2101
Q55807	slr0086
P74127	sll1878
P72765	slr1772
P72967	slr0695
P73799	slr1259
Q55908	slr0304
Q55387	slr0559
Q55741	sll0384
P72683	slr0739
Q6ZEL1	slr5119
P73198	sll1581
Q6ZES0	sll5060
P74729	sll0576
P73482	slr1235
P74788	ssl1417
P73886	sll0245
P74013	sll1231
P72602	sll1406
P74340	sll1538
P74144	sll1866
P74036	slr0809
P73669	sll2009
Q55783	slr0210
Q55956	sll0778
P73244	slr2025
Q55667	slr0006
P74654	slr1653
P74668	slr1666
P74053	slr0817
P73934	slr2105
P74370	slr1648
P74014	sll1229
Q55442	sll0044
P72661	slr0721
P73216	sll1571
P74658	slr1657
P73507	sll1360
P72653	sll1049
Q55635	slr0344
P73926	slr2098
P74570	slr0658
P72938	sll0656
Q6ZE81	sll8011
Q55564	sll0162
Q6ZEK7	sll5123
P72860	ssl1792
P74236	slr1161
Q55136	slr0051
P73964	slr1520
P73037	slr1761
P73776	sll1159
P73099	sll1930
P73877	slr0262
Q55483	sll0505
P72674	slr0730
Q6ZE84	ssl8008
P72722	sll0218
P73380	slr2077
P74660	slr1659
Q55114	sll0413
Q55733	sll0396
Q55865	sll0585
P74447	slr0148
P73054	sll1752
P73385	sll1739
P74283	ssl3044
P74335	ssr2723
Q55501	slr0929
P73759	slr0865
P74366	slr1644
P73586	sll0860
Q55496	sll0493
Q6ZEW0	ssr5020
P74688	sll0441
P73476	sll1135
P74605	slr1572
P73928	slr2100
P74123	sll1882
Q55532	sll0300
P72918	slr1081
Q55923	slr0316
P73105	slr1910
P73806	sll1959
P73818	sll1950
P74550	slr1457
Q55671	slr0013
P72781	slr1783
P73417	sll1713
P73035	slr1759
P74795	ssl0352
P73605	slr1854
P73149	sll0984
P74721	slr1192
P74318	slr0949
P72880	slr0977
P73583	sll0863
Q55698	slr0226
P72895	slr1617
Q55557	sll0173
P72969	slr1591
P72782	slr1784
P73914	slr2089
P73604	slr1853
Q55160	sll0053
P73348	slr1198
P74024	sll1221
P73536	sll1274
Q55984	sll0659
P73185	slr1394
P74555	slr1462
P74190	sll1174
P73114	slr1916
P74200	sll1167
Q55938	sll0794
P74233	slr1160
P73924	slr2096
P73166	ssr2317
Q55892	ssl0172
P73624	slr1871
Q6ZER9	sll5061
Q6ZE68	ssl8024
P73075	slr2038
Q55493	slr0545
P74419	slr0393
P73972	ssr3570
P74700	ssr0817
P73279	slr1150
P73584	sll0862
P73857	ssl3127
Q55789	sll0088
Q55775	sll0181
P73384	slr1827
Q55188	sll0691
Q55633	slr0341
P74059	sll0808
Q55886	slr0110
Q55437	sll0048
P73271	slr1142
P74295	slr1694
P74731	sll0574
P74405	sll0261
P73551	sll1265
P73007	slr1043
P74403	sll0264
P72592	slr1318
Q6ZEE0	slr7058
P72627	slr1114
Q6ZEN3	sll5097
Q55194	sll0685
P73673	sll2007
P73039	slr1762
Q55829	slr0509
Q6ZED6	sll7062
Q6ZE97	slr7101
P72724	sll0216
P72700	slr0244
Q6ZEK6	slr5124
P74048	slr0815
Q55776	sll0180
Q55561	sll0167
P72909	slr1073
P73004	slr1609
Q6ZEX8	sll5002
P73419	sll1469
P73362	slr1211
Q6ZEB6	slr7082
P73868	ssr2912
P72884	slr0982
P73652	sll1757
P73432	slr1546
Q6ZEL8	slr5112
P72634	slr1119
Q6ZEJ1	ssl7007
P73576	slr0888
P74482	slr1930
Q55640	slr0347
Q55957	sll0777
P74270	ssr2802
P73703	sll1695
P73378	sll1965
P74513	slr1951
Q55966	sll0676
Q55832	sll0479
P74026	ssr2227
P73629	ssl3383
Q55732	sll0397
P72784	sll1677
Q6ZEM0	slr5110
Q6ZE90	sll8002
P73622	slr1870
P73936	sll1429
Q6ZE53	ssl8039
Q6ZE87	ssl8005
P73855	sll1601
Q55530	slr0325
Q79F24	sll0614
Q6ZEL3	ssr5117
Q6ZEF5	sll7043
P73252	ssl3615
Q55133	sll0072
P74169	sll1373
Q55524	slr0320
P74300	slr0935
P74110	sll1890
Q6YRU1	slr6063
Q6ZEA9	sll7089
P73008	slr1044
P73036	slr1760
P73696	slr1811
P73683	sll1710
P74277	slr1682
P74713	slr1184
P73613	slr1863
P73222	slr2005
P74474	slr1924
P72764	slr1110
P73158	slr1378
Q6ZEV4	sll5026
Q6ZEI6	slr7012
P72898	slr1062
P74455	sll0146
P74609	slr1576
Q55553	sll0177
P72972	slr1594
P74640	slr0755
P73041	sll1642
P73110	slr1914
P72999	ssr2708
P73147	sll0986
P73948	slr1508
Q55857	slr0616
Q6ZEN6	sll5094
Q6ZEI9	sll7009
P73113	slr1915
P73082	ssr3465
Q55401	sll0543
Q55542	slr0334
P74687	sll0442
Q6ZEL0	ssr5120
P72816	sll1655
P73575	slr0887
P72910	slr1074
Q55734	sll0395
P72787	slr1787
Q6ZE56	slr8036
Q6ZE59	sll8033
P74273	sll1563
P74744	slr0598
P73708	sll1691
P73026	ssl1923
P74666	slr1664
Q6ZEK5	ssl5125
P74333	slr0960
P73991	slr2124
P74479	slr1927
P74439	slr0407
P72838	ssr2153
P74437	sll0354
P73234	sll1924
P73739	slr0851
Q55951	slr0801
P73745	sll0855
Q55959	slr0697
P74441	slr0142
P73875	ssl0467
P72886	slr0984
P73383	slr1826
Q6ZEB9	ssr7079
P73344	slr1196
Q6ZEU8	sll5032
P73953	slr1512
Q55703	slr0231
Q6ZEM3	sll5107
P74477	sll1864
Q6ZEM9	slr5101
Q6ZEV2	sll5028
P72812	sll1658
P72876	sll0924
P73656	ssr3189
P74174	sll1182
P74672	slr1667
Q6ZE98	slr7100
Q55413	slr0825
Q6YRU2	ssr6062
Q6ZEE9	slr7049
P74583	slr0666
Q55943	sll0788
P74402	sll0265
Q55953	sll0781
Q6ZEV6	slr5024
Q6ZEN7	slr5093
P73504	slr1438
P74793	ssr0693
Q6ZEP7	sll5083
Q55602	slr0387
Q6ZEE8	sll7050
Q55361	sll0887
P74752	slr0605
P72857	slr0967
P72923	slr1087
Q55754	sll0372
P72853	sll0943
Q6ZEV9	slr5021
P72713	ssl0410
P74064	sll0804
Q6ZES4	slr5056
P73764	slr0868
Q55620	slr0779
P74520	ssl1807
P74413	ssl0483
P72808	sll1662
Q6YRV0	sll6054
Q55603	slr0388
P73491	ssr2060
P74201	ssr2130
P73539	slr1365
Q55628	sll0751
P73510	sll1358
O06944	sll0737
P74580	ssr1114
Q6ZEE5	ssl7053
Q55833	sll0478
P72975	sll1515
P74047	sll0812
Q6ZEK4	slr5126
Q55396	sll0547
P72665	sll0709
P74663	sll1546
P73499	ssr2067
P73968	slr1524
Q55713	sll0611
P73509	sll1359
Q55608	slr0773
Q57473	sll0318
P73196	sll1583
P72807	sll1663
Q55481	sll0507
Q55770	sll0185
P74427	slr0397
Q6YRX2	ssr6032
P74560	slr0651
Q55449	slr0031
Q6YS00	slr6004
P72829	ssl2384
P72628	slr1115
P73978	slr2110
P73751	sll0847
P74412	slr0291
Q6ZED1	sll7067
P72621	sll1395
Q55144	slr0055
Q6ZES8	sll5052
P74725	sll0577
P73524	sll1350
Q6ZER6	ssl5064
P74092	slr1956
Q55545	slr0337
P72778	sll1681
P73525	sll1349
P74471	ssr0256
P74530	slr1425
P73979	slr2111
P73802	slr1262
Q55655	sll0310
Q55800	sll0082
P74354	slr1638
P72615	sll1400
P74243	sll1092
Q55973	sll0668
Q55831	slr0511
Q55137	sll0069
P72879	slr0976
Q55174	slr0480
P74147	sll1389
P73619	sll1775
P73457	sll1632
P73938	sll1428
Q6YRR5	ssr6089
Q55555	sll0175
Q55182	slr0492
P74085	ssl2471
P74777	ssr1425
Q55408	slr0581
Q55572	sll0156
P73171	ssl2559
P72841	slr1303
Q6ZEF3	ssl7045
Q6ZEB4	ssr7084
Q55955	sll0779
Q55378	slr0914
P72729	slr1415
P74512	slr1950
Q55166	sll0462
P73727	slr1737
Q6ZEF2	ssl7046
Q79EF9	sll1598
Q6ZEG3	ssr7035
P73186	sll1286
Q6ZEX0	slr5010
P73691	slr1807
P73535	slr1362
Q6ZEA6	slr7092
Q55560	sll0168
P74252	sll1087
Q6YRP8	slr6106
P73189	slr1397
P73984	slr2117
Q6ZES2	slr5058
Q55580	sll0350
Q55817	sll0488
Q55193	sll0686
Q55514	slr0552
Q6ZEC4	ssl7074
P72885	slr0983
P73206	ssr2848
P73803	slr1263
Q6ZEV0	sll5030
P73822	slr1990
P73831	slr2000
P74138	slr1982
P74775	ssr1407
Q55960	slr0698
P73919	ssl3769
P72614	sll1401
P74282	slr1686
Q6ZEG9	sll7029
P73256	slr2031
Q6ZEW1	ssr5019
P72815	sll1656
Q55934	slr0793
Q55676	slr0019
P73369	sll1971
Q6ZE58	sll8034
Q6YRX0	slr6034
P73909	slr2084
P74118	sll1886
Q55149	slr0058
P74585	slr0668
Q55743	sll0382
Q6ZEU9	ssl5031
P74804	ssl1464
P74440	slr0408
P73762	sll0837
P72922	slr1085
P73181	ssr2333
P74023	sll1222
P74322	sll0909
Q6ZE60	sll8032
P72610	slr1491
Q6YRU8	slr6056
P74549	slr1456
P73150	slr1037
Q55841	slr0518
Q6YRV3	slr6051
P74488	slr1933
P73468	slr1224
Q6ZEP0	sll5090
P72865	sll0933
P74508	ssr3307
Q55815	slr0498
P74001	sll1239
P74757	slr0610
P74655	sll1550
P73484	ssl2250
Q55972	slr0708
P73338	sll1123
P73190	slr1398
Q6ZEM7	ssl5103
Q6ZES3	sll5057
P74382	sll0423
P73194	slr1699
Q55989	sll0744
P73970	ssl2749
P74012	sll1232
Q6ZEF4	sll7044
Q6YRX4	ssr6030
Q55394	sll0549
P74254	slr1173
P74272	ssr2806
P74637	sll0729
P74699	slr0460
P74613	sll1485
P73549	sll1268
P74792	ssl0750
Q55762	sll0188
Q6ZEG0	ssl7038
P73772	sll1163
P74317	sll0912
P73777	sll1158
P72779	sll1680
P74279	slr1683
Q55409	slr0582
P72775	sll1682
P73465	sll1143
P74150	sll1387
P74160	slr1474
P74670	sll1544
Q6ZEW5	ssl5015
P73899	sll0238
P72706	sll0225
P72819	sll1652
P74573	sll0626
P73686	sll1708
P72672	slr0728
P74345	slr1628
Q6ZEC8	sll7070
P72643	sll1057
P72984	slr1599
P72698	slr0243
Q55366	slr0898
P74772	ssl1046
P73066	slr2032
P73178	sll1289
P73050	sll1636
P74303	slr0938
P73062	sll1749
Q6ZEK2	sll5128
P74005	ssr2194
P73996	sll1995
P72576	ssl1300
Q55390	sll0553
P74244	ssl2138
P73373	sll1968
P74496	sll1849
P74050	sll0811
P73782	sll1156
Q55531	sll0301
P73029	sll1002
P74633	sll0733
Q55573	slr0184
Q55375	slr0909
P74080	slr1343
P73760	sll0839
Q55719	sll0609
Q59997	slr0797
Q6ZEV7	slr5023
P73453	sll1634
P73118	sll1832
Q55985	sll0658
P72992	ssr2699
Q6ZEF0	ssl7048
P72859	sll0938
Q55485	sll0503
P74712	slr1183
P73611	slr1861
Q55478	sll0509
P73740	slr0852
P72964	slr0692
Q55922	slr0315
Q55763	slr0191
Q55363	slr0895
Q6ZED0	slr7068
P74611	slr1579
P73372	sll1969
P73230	ssr3410
P74029	sll1218
Q6ZE79	ssr8013
P74131	slr1980
P74785	ssl0312
P74057	slr0820
P72598	sll1202
P72961	slr0689
Q6ZEI0	ssr7018
Q6ZEB0	slr7088
Q6ZE65	sll8027
P73798	slr1258
Q55151	slr0060
Q6ZEA0	slr7098
P72697	slr0242
P73339	sll1121
P72901	slr1065
P73395	sll1732
P72976	slr1597
P73597	sll1306
Q55543	sll0295
Q55952	sll0782
P73537	slr1363
P74046	slr0813
Q55172	slr0477
Q55693	slr0222
P74577	sll0623
P74504	ssr3304
P74749	sll0563
Q55440	sll0045
Q55661	sll0021
Q55708	slr0630
Q55826	sll0482
Q55877	slr0106
Q6ZEJ8	sll5132
P72813	slr1799
Q6ZEC9	sll7069
P73328	slr1900
P73563	ssl1633
P73078	slr2041
P72891	slr1613
P74015	sll1228
P73852	slr1721
Q55796	sll0084
P72573	ssr0102
P74483	slr1931
P73134	slr1023
P73871	sll1586
Q6ZE89	ssl8003
Q55920	slr0313
Q55930	slr0789
Q55618	sll0760
P74170	sll1372
Q55968	sll0671
Q6ZEB2	sll7086
Q55441	slr0023
P74599	slr1567
P74153	slr1468
Q55936	slr0795
Q6ZEH1	sll7027
P74536	slr1428
Q55755	sll0371
Q55679	sll0006
P74681	sll0447
P74574	sll0625
P74563	sll0630
P72843	slr1305
P72889	slr1611
P72624	sll1392
Q55521	sll0524
P73901	ssl0438
Q6ZE69	slr8023
P74753	slr0606
P74004	slr1324
P73227	slr2009
P74627	slr1585
P73856	slr1724
P74656	sll1549
Q55689	sll0207
Q6ZEW3	slr5017
Q6ZEP6	sll5084
Q6ZET8	sll5042
Q6ZEU3	slr5037
Q55872	sll0107
Q55836	slr0514
Q55977	sll0664
P74037	slr0810
Q6ZEM4	ssr5106
Q6ZEX2	ssl5008
P74086	sll1250
Q6ZEW8	slr5012
Q55814	slr0096
Q55176	slr0483
P74189	slr1277
P74199	slr1285
Q55392	slr0565
P74661	slr1660
P74039	ssl1520
Q6ZEI5	slr7013
P73160	slr1380
Q6YRR3	slr6091
Q6ZE73	sll8019
P73219	sll1568
P73278	slr1149
P72590	slr1316
P72949	sll0648
Q55958	sll0775
Q6ZEP9	sll5081
P72869	sll0930
Q6YRV5	slr6049
Q55599	sll0328
P74797	ssr0332
P74603	slr1570
Q55124	sll0404
Q6YRW6	slr6038
Q6ZEG1	slr7037
Q6ZEW4	slr5016
Q55113	slr0431
P74404	sll0263
P72998	sll1503
Q55197	sll0682
P74222	ssl2162
P73188	slr1396
Q55509	sll0536
Q55175	slr0482
Q55654	slr0358
P73642	sll1763
P74485	sll1863
Q55615	sll0763
Q55558	sll0172
P72746	slr1102
P72691	slr0237
P74113	slr1970
Q6ZEU2	slr5038
P73835	sll1902
P74807	ssr1175
P73019	sll1009
P73111	sll1835
P74390	slr0447
P74756	slr0609
P73977	sll1997
P73238	slr2018
Q55839	sll0473
Q55494	sll0496
P74108	slr1968
P73277	slr1148
P73514	slr1442
P73352	slr1202
P73878	slr0263
Q6ZEW9	ssr5011
P73830	slr1999
P74464	slr0162
P73239	slr2019
P73565	sll0872
P73582	sll0864
P74445	slr0146
Q6ZE99	slr7099
P73957	ssr2549
P73403	sll1722
P72734	sll1041
Q6ZEX4	sll5006
P74011	sll1233
P74247	slr1168
Q6YRV1	sll6053
Q55199	sll0680
P74463	slr0161
Q55859	sll0590
P73360	slr1209
P73793	sll1150
Q6ZEW2	slr5018
Q55145	slr0056
P74032	slr0804
Q6ZEC7	slr7071
Q55581	slr0363
Q55616	sll0762
P73480	ssr2049
Q55677	sll0008
P73091	slr2048
P73694	sll1698
Q6ZEK1	ssl5129
P73399	sll1726
Q6YRW8	sll6036
P73122	slr1920
P73229	ssr3409
P72908	slr1072
P74778	ssl1533
P74718	slr1189
P74588	slr1557
P73146	slr1035
P74302	slr0937
P72572	ssl0769
P74719	sll1107
P74216	sll1434
Q79EE5	slr1588
P74396	slr0280
Q55568	ssl0296
P73449	sll1453
P73733	sll1618
P73365	slr1214
P72912	slr1077
P74264	slr1676
P73253	sll1911
Q55191	sll0688
Q55583	slr0366
P72670	slr0725
Q55994	sll0738
P73573	sll0867
Q6ZEM5	slr5105
P73976	sll1998
P72715	sll0222
Q55165	slr0468
P72875	slr0975
Q6ZEK8	sll5122
Q55502	slr0930
Q55812	slr0092
Q6ZE95	sll7103
P74608	slr1575
P73579	slr0890
P73758	slr0864
P73124	ssl1911
Q55536	slr0329
Q55596	sll0330
P72617	sll1399
Q6ZEN5	ssl5095
P73109	slr1913
Q6YRQ4	slr6100
P72887	slr0985
P72773	slr1778
P74225	sll1102
P73963	slr1519
P74491	slr1935
P72658	sll1045
P72741	slr1097
Q55427	slr0842
P74000	sll1240
Q6YRP5	sll6109
P73400	sll1725
Q55970	sll0669
Q55670	slr0011
P74009	ssr2201
Q6ZEW7	slr5013
P73731	slr1739
P74773	sgl0001
P73679	slr2143
P74602	sll1488
Q6ZEH7	ssl7021
P73226	slr2008
P73568	sll0871
P73065	sll1946
P74493	sll1853
P74377	ssr0756
P74701	slr0462
P72738	sll1039
Q6ZEH8	ssl7020
P74407	slr0285
Q55802	slr0081
P73431	slr1545
Q55425	sll0827
P73128	slr1020
Q55559	sll0169
P73768	slr0872
P73853	slr1722
Q55455	sll0033
P74284	slr1687
P73470	sll1138
Q6YRW4	slr6040
P72798	ssr2998
P73371	slr2071
P72676	sll0704
P74743	sll0564
P74099	ssl3573
P73941	sll1426
P74532	sll1340
Q6ZE55	slr8037
P73233	slr2013
P74319	slr0950
P74109	sll1891
Q6ZEA7	slr7091
P74280	slr1684
P73094	slr2052
P74093	slr1957
Q55516	slr0554
P73682	slr1803
Q6ZEQ5	sll5075
P74406	slr0284
Q55380	slr0919
P72993	ssl2923
P74418	slr0392
P74031	ssr1375
Q6ZEN0	ssl5100
P72996	sll1505
P73089	slr2046
P97153	sll1999
P74256	slr1174
P72936	slr1400
Q55464	sll0027
P72570	ssl0788
P74780	ssr1562
Q55432	sll0822
Q55990	sll0743
Q55747	slr0420
P72605	slr1484
Q55171	slr0476
Q55809	slr0089
P72962	sll0639
P73143	slr1033
P73556	slr0876
P73900	sll0237
P72629	slr1116
Q6YRV8	ssr6046
P74581	slr0664
P73258	slr1134
Q6YRQ5	ssr6099
P73015	slr1050
Q6ZE86	sll8006
Q55887	slr0111
Q55935	slr0794
P73165	slr1383
P74196	slr1283
P73199	ssr2843
P73593	slr1407
P73415	sll1715
P72826	ssr2142
P74020	ssl2420
P74425	sll0360
P74651	sll1552
P74621	slr1583
P73626	sll1771
Q55866	sll0584
P73117	sll1833
P74720	sll1106
P73506	ssr2406
P73377	slr2074
P72625	slr1501
P73454	slr1748
P74649	sll0721
P72801	ssr3000
P72607	slr1488
P72950	sll0647
P72904	slr1068
Q55962	slr0700
P73000	ssr2711
Q6ZEK3	slr5127
Q55851	sll0597
Q55992	sll0740
P74677	sll0450
P74468	sll0136
P74376	sll0428
Q55201	slr0719
Q55590	slr0376
Q55830	slr0510
Q55668	slr0007
P73765	slr0869
Q6YRW1	slr6043
P73906	slr2081
P73842	sll1612
P73173	sll1294
P72678	sll0703
P73861	slr1726
Q55623	sll0756
P73359	slr1208
P73286	ssl3451
P73333	sll1791
P74727	slr0589
P73030	sll1001
P72630	slr1117
P73022	sll1006
Q55666	sll0016
P73823	slr1991
P73275	slr1145
P73059	slr1849
P73106	slr1911
P74628	slr1586
P74022	sll1223
P74224	sll1103
P73677	slr2141
Q6ZEM2	ssl5108
P74234	ssl2153
P72956	slr0687
P72844	slr1306
P72582	slr0613
Q55184	sll0456
P72755	slr1107
P73046	sll1640
P74341	sll1537
P72921	slr1084
Q6YRV2	sll6052
Q55189	sll0690
Q6YRQ8	slr6096
P73665	sll2013
Q55954	sll0780
Q55871	slr0099
P73243	slr2024
P73603	slr1852
P73561	slr0880
P74704	slr1177
P73282	sll1070
P72902	slr1066
Q55412	slr0583
P74191	sll1173
P73288	sll1825
P74717	slr1188
P74336	sll1540
P72654	slr1127
P74754	slr0607
P74293	slr1692
Q55813	slr0095
Q6YRP6	slr6108
P72919	slr1082
Q6ZEJ0	slr7008
P74747	slr0601
P73743	sll0857
Q55844	slr0521
Q55562	sll0166
Q55745	sll0380
Q55771	slr0201
P73024	sll1004
P74281	sll1559
P74492	sll1854
P73287	slr1890
Q6ZEK0	sll5130
Q55765	slr0193
P74251	sll1089
Q6ZE77	slr8015
Q55903	slr0299
P73630	ssl3382
P72639	ssr1853
P73973	ssr3571
P73330	slr1902
Q55388	sll0556
P73748	slr0856
P74411	slr0287
P74702	sll0430
Q55885	sll0094
Q55869	sll0109
Q55456	sll0031
P72585	sll1213
P74636	ssl1378
Q55712	slr0635
Q6ZEA2	slr7096
P74351	sll1532
Q55402	slr0573
P72971	slr1593
P74052	sll0809
P73040	slr1763
P74579	sll0621
P72650	slr1125
Q55614	sll0764
P73213	ssr2857
P73736	slr1744
Q6ZER2	ssl5068
P74265	slr1677
Q57456	slr0351
P72735	sll1040
P74590	sll1495
P73907	slr2082
P72638	ssl2069
Q6ZEN9	ssl5091
P73523	slr1450
P73074	slr2037
P73805	sll1960
Q55927	sll0800
Q55757	sll0369
P73485	sll1132
P72960	ssr1155
Q55870	slr0626
P72947	sll0650
P72685	sll0696
P74478	slr1926
Q55878	sll0101
Q6ZE66	slr8026
P72867	sll0932
P74028	sll1219
P74790	ssr0349
Q55644	sll0317
Q6ZEQ0	sll5080
Q6ZEJ6	sll7002
Q55711	slr0634
Q6YRQ6	sll6098
P72789	slr1789
Q55162	sll0051
P73508	slr1440
P73357	slr1207
P73966	slr1522
P74294	slr1693
P74175	sll1181
P72754	slr1106
P73992	slr2125
P73214	slr1708
Q55779	slr0207
P74025	sll1220
Q55683	sll0002
P74016	slr1331
P74278	sll1560
P73552	sll0877
Q55447	sll0039
P73225	slr2007
Q6ZEU5	sll5035
Q55476	slr0534
P74094	slr1958
P74586	slr1556
P73557	ssr1480
P73913	slr2088
P73811	slr2059
P73643	sll1762
P73502	slr1436
Q55417	sll0832
P73612	slr1862
Q55888	slr0112
P73704	sll1694
Q55134	sll0071
P74659	slr1658
Q55381	slr0920
P73637	slr1877
P74539	sll1333
P73240	sll1921
P73101	slr1906
Q55751	sll0376
P73131	sll0994
Q6ZE48	slr8044
P72951	sll0646
P73522	slr1449
P72664	sll0710
P73699	slr1814
Q6ZEL4	slr5116
P73413	sll1717
P73347	ssr2009
Q55150	slr0059
P74075	slr1339
P74098	sll1897
P73767	slr0871
Q55604	slr0769
Q55915	sll0282
Q55726	sll0602
P73804	sll1961
P72792	sll1671
P74357	sll1530
P74156	slr1472
Q55925	slr0318
P74176	sll1180
P74571	slr0659
P74288	sll1555
P74740	slr0596
P73355	slr1205
P72651	sll1052
P74348	sll1534
P74742	sll0565
P73753	slr0862
P73496	slr1239
Q55567	sll0161
P73364	slr1213
P74157	sll1384
P74235	sll1094
Q55981	sll0661
P73692	slr1809
P72593	slr1319
P74219	slr1533
P74159	sll1382
P74073	sll1258
P74237	slr1162
Q6ZES6	slr5054
P73932	slr2104
Q55662	sll0020
P74238	slr1163
P73472	slr1227
Q55895	slr0119
P74544	sll1367
P77970	slr0288
P73606	slr1855
P74553	slr1461
P73647	slr1880
P73255	slr2030
Q55685	slr0216
Q6YRV4	slr6050
P74566	slr0654
Q55419	slr0835
P72633	sll1063
P74105	slr1966
Q59995	slr0214
Q55466	sll0518
P72748	slr1104
P73020	slr1055
Q55540	ssl0564
P73200	slr1702
P72852	slr0962
P73167	slr1384
Q55376	slr0912
Q6ZE96	slr7102
P73946	slr1506
P74307	slr0941
P74643	sll0726
Q6ZED2	sll7066
P74030	sll1217
P73541	sll1273
Q6ZEJ2	sll7006
P74044	sll0813
P73744	sll0856
Q6ZEV5	ssl5025
P74499	slr1939
P72790	sll1673
P74135	sll1873
Q55715	slr0637
P72647	sll1053
P73323	slr1895
P74325	slr0953
Q6YRW0	slr6044
P74114	slr1971
P72990	slr1603
P73663	sll2015
P73139	slr1028
Q55822	slr0502
P74145	sll1390
P73116	slr1918
P72668	slr0723
Q55906	slr0302
P74806	ssl1277
P72616	ssl2733
Q55931	slr0790
Q6ZEX5	slr5005
P73463	slr1220
P74379	slr0443
P74490	slr1934
Q55386	slr0924
P73687	slr1805
P73021	slr1056
P74426	sll0359
P73947	slr1507
Q55811	slr0091
Q6ZES9	slr5051
Q6ZED9	slr7059
P74161	sll1381
Q55897	slr0121
P73543	sll1271
Q55918	slr0311
P72599	sll1409
P73231	slr2011
P72953	sll0644
Q55647	slr0353
P72834	slr1299
P74452	sll0149
P73757	sll0842
P73965	slr1521
P73013	sll1011
P74567	slr0655
P73774	sll1161
P72968	slr1590
