P27746	COG0022
A0A4P6WXK2	COG2519
A0A4P6X289	COG1225
A0A4P6WZM0	COG0412
A0A4P6WVF0	COG1116
A0A4P6WY48	COG0709
A0A4P6X5E4	COG0179
A0A4P6WUP6	2EFXH
A0A4V1ABC4	COG2606
A0A4P6X3V8	COG2761
A0A4P6X528	COG3147
A0A4P6WYY5	COG0789
A0A4P6X099	COG1722
A0A4P6WWD3	2C818
A0A4P6WY11	COG0413
A0A4P6WXD3	COG1024
A0A4P6WVQ9	2E30J
A0A4P6X3D8	29ZHX
A0A4P6WUC0	COG0724
A0A4P6X4M8	COG1960
A0A4P6WZF9	COG2146
A0A4P6X526	COG2905
A0A4V1ABW0	COG3181
A0A4P6X131	COG2352
A0A4P6X3H3	COG0730
A0A4P6WZN9	COG0169
A0A4P6X036	COG0583
A0A4P6X2L6	COG1357
A0A4P6X1R7	COG4608
A0A4P6WYG9	COG1846
A0A4P6WV83	COG1947
A0A4V1AB64	COG2204
A0A4P6X5Z3	COG1653
A0A4P6X2U0	2CI57
A0A4V1AB34	COG0161
A0A4P6X1F4	COG1364
A0A4P6WZE8	COG4208
A0A4P6WWR9	COG1651
A0A4P6X215	COG0183
A0A4P6WW26	COG0665
A0A4P6X1J0	COG4972
A0A4P6X9X8	COG2906
A0A4P6WRF0	COG1215
A0A4P6WVN7	2E302
A0A4P6WW48	2E54A
A0A4P6X1Y0	COG3736
A0A4P6X2X9	COG0782
A0A4P6WV01	2D71I
A0A4P6WYW4	COG1448
A0A4P6WYK6	COG3228
A0A4P6WZX5	COG4177
A0A4P6WYE4	COG3090
A0A4V1AC62	COG3158
A0A4P6X2E7	COG2993
A0A4P6X253	COG1117
A0A4P6WYP7	COG0737
A0A4P6WVQ8	2EJUE
A0A4P6WWV3	COG2065
A0A4P6X4Z9	COG0348
A0A4P6WWY4	COG1846
A0A4P6X9E9	COG3384
A0A4P6WWA6	COG1414
A0A4P6X0B9	COG0438
A0A4P6WXC1	COG1216
A0A4P6WZH5	COG1073
A0A4P6WYJ8	COG0158
A0A4P6WZ62	COG1666
A0A4P6WT53	COG2197
A0A4P6X6U0	COG1794
A0A4P6X1Z2	COG1402
A0A4P6WWQ1	COG0238
A0A4P6X184	COG0741
A0A4P6WZQ9	COG2234
A0A4P6X5G2	COG3496
A0A4P6WZ04	2E54W
A0A4P6WT50	COG3180
A0A4P6WZY4	28NPY
A0A4P6WWZ3	COG3829
A0A4P6WXS9	COG0079
A0A4V1AC89	COG3905
A0A4P6X1P6	2EEHF
A0A4P6WYN5	COG0446
A0A4P6X117	COG0236
A0A4P6X6K5	COG3246
A0A4P6WZV0	COG0697
A0A4P6X5X3	COG4584
A0A4P6WV92	2CJVU
A0A4P6X3Q5	COG2370
A0A4P6WZY6	COG1167
A0A4P6X5H9	COG0141
A0A4P6WZJ7	COG0683
A0A4P6X4Y2	COG1538
A0A4P6X3N4	COG0084
A0A4P6WS33	COG0790
A0A4P6WSK1	COG0309
A0A4P6WW98	COG3350
A0A4V1AB40	COG0198
A0A4V1ABR2	COG1309
A0A4P6WZ13	COG0578
A0A4P6WQV5	COG1167
A0A4P6WWU1	COG0204
A0A4P6X308	COG3063
A0A4P6X3H0	COG0195
A0A4V1AB62	COG0557
A0A4V1ABH7	COG4327
A0A4P6WY58	COG3219
A0A4V1AB48	COG1521
A0A4P6X2H1	COG0583
A0A4P6X4B1	COG3190
A0A4P6X0R4	COG0564
A0A4P6WT88	COG0697
A0A4P6WVY6	COG3945
A0A4P6X2B3	COG1022
A0A4V1ABU7	COG0037
A0A4P6X007	COG0077
A0A4P6X4C2	COG1960
A0A4P6WZS1	COG4597
A0A4P6WUR5	COG4566
A0A4P6WVL5	COG1522
A0A4P6WW22	COG0298
A0A4P6WUJ5	COG0664
A0A4P6X9Z3	COG0840
A0A4V1ABY0	COG0491
A0A4P6X921	COG2010
A0A4P6WUM5	COG0726
A0A4P6WZX8	COG3547
A0A4P6X046	COG0247
A0A4P6X2U1	COG1192
A0A4P6WZB2	COG3324
A0A4P6WWX7	COG0157
A0A4P6X651	COG0191
A0A4P6X030	COG1172
A0A4P6WY68	COG1145
A0A4P6WWX5	COG0427
A0A4P6X362	COG2837
A0A4V1ABV6	COG2128
A0A4P6X3U8	COG1304
A0A4P6X0A6	COG1679
A0A4P6X622	COG1256
A0A4P6X095	COG4566
A0A4V1AC73	COG0110
A0A4P6X4M9	COG1960
A0A4V1AB58	COG0534
A0A4P6X0N3	COG1975
A0A4P6X3T4	COG3034
A0A4P6WX25	COG3751
A0A4P6X6E2	COG0846
A0A4P6WXW6	COG1199
A0A4P6X6S0	COG3759
A0A4V1ABT3	COG0369
A0A4P6X2Y0	COG2020
A0A4V1AC27	COG3149
A0A4P6X2J4	COG0745
A0A4P6WYP6	COG1175
A0A4P6WXN6	COG1595
A0A4P6X284	COG0318
A0A4P6WQQ9	COG0491
A0A4P6WWK4	COG3540
A0A4P6X4T7	COG0795
A0A4P6WVT5	COG1199
A0A4V1ABG5	COG0001
A0A4P6WX63	COG2371
A0A4V1AC71	COG2375
A0A4P6WUT5	COG0683
A0A4V1ABK6	2AHHJ
A0A4P6X0D1	COG0626
A0A4P6WU09	COG3221
A0A4P6WUQ0	COG0738
A0A4P6X7Q9	COG3279
A0A4P6X2U2	COG2021
A0A4P6X3I1	COG3807
A0A4P6X7P0	COG0597
A0A4P6X5N4	COG0491
A0A4P6X1D3	COG2913
A0A4V1ABH5	COG1304
A0A4P6X4C7	COG0589
A0A4P6X684	COG2828
A0A4P6X2G4	COG0500
A0A4P6WWC6	COG1129
A0A4P6X5L8	COG2050
A0A4P6WZQ8	COG0204
A0A4P6WXR4	COG1454
A0A4P6X6V8	COG4654
A0A4P6WWD0	COG1960
A0A4P6WZ72	COG0684
A0A4P6WY65	COG0669
A0A4P6X153	COG0500
A0A4P6X185	COG3168
A0A4P6X5B6	COG2823
A0A4P6X8S4	COG0666
A0A4P6X5M8	COG0840
A0A4P6X2V2	COG3128
A0A4P6X4E4	COG0725
A0A4V1AB69	COG2192
A0A4P6X5L1	COG0234
A0A4P6X328	COG0764
A0A4P6WUG7	COG0722
A0A4P6X8R5	COG0053
A0A4P6WY51	COG1960
A0A4P6WW28	COG0096
A0A4P6WZ41	COG1960
A0A4P6WVC3	COG0801
A0A4P6X4H0	COG0632
A0A4P6X518	COG4993
A0A4P6X2W4	COG3181
A0A4P6X475	COG4643
A0A4P6X5N7	COG0300
A0A4P6X2I8	COG0745
A0A4P6WTF5	COG1131
A0A4P6X4P1	COG2243
A0A4P6WZ49	COG0582
A0A4V1ABK3	COG1619
A0A4P6X0L7	2DMP1
A0A4P6WYP0	COG1512
A0A4P6X0H3	COG3481
A0A4P6WUA1	COG2009
A0A4P6X504	COG0221
A0A4P6X1R6	COG2932
A0A4P6WRL7	COG1719
A0A4P6X6Q3	2AINN
A0A4P6X7E8	COG0629
A0A4P6X0S2	COG0745
A0A4P6WTK4	COG0326
A0A4P6WVI2	COG0428
A0A4P6X2B5	COG1024
A0A4P6WUY6	COG0358
A0A4P6WVB9	29DRS
A0A4P6X017	2F0G3
A0A4P6WWU2	COG0476
A0A4P6WVT9	COG0203
A0A4P6X172	2EIX9
A0A4P6WZU2	COG1073
A0A4P6X599	COG0163
A0A4P6X6Z1	COG0147
A0A4P6WZP6	COG2080
A0A4P6X2Q1	COG1022
A0A4P6X859	COG2969
A0A4P6WZH8	COG0644
A0A4P6X311	COG3211
A0A4P6X1B7	COG0586
A0A4P6X4S6	COG1999
A0A4P6WWJ8	COG2943
A0A4P6X103	COG5285
A0A4P6X5C5	COG0292
A0A4P6X4C5	2CDN0
A0A4P6WSK3	COG1077
A0A4P6X180	COG0742
A0A4P6WVH6	COG1185
A0A4P6WZU5	COG0697
A0A4P6X5P2	COG0782
A0A4P6WZ24	COG0684
A0A4P6X034	COG1959
A0A4P6X2E4	COG2838
A0A4P6WT36	COG3762
A0A4P6X7P5	COG0265
A0A4P6WZL8	COG0745
A0A4P6X6M8	COG0454
A0A4P6WU03	COG0707
A0A4V1ABR4	COG0438
A0A4P6WW66	COG0651
A0A4P6X1I1	COG0593
A0A4P6X1B1	COG0028
A0A4P6WYS2	COG3545
A0A4P6X0X5	COG1960
A0A4P6WY32	COG0348
A0A4P6X0X9	COG1475
A0A4P6X058	COG1414
A0A4P6WZX2	2DQ60
A0A4P6WVP3	2DE1I
A0A4P6WW19	COG1426
A0A4P6WVX9	COG0583
A0A4P6WW44	COG1231
A0A4P6X2W2	COG0264
A0A4P6WRP3	COG0186
A0A4P6X562	COG1674
A0A4P6WXY1	COG0727
A0A4P6WXX5	COG0543
A0A4P6X041	COG0511
A0A4P6WYZ6	COG0142
A0A4P6X3Y9	COG2607
A0A4P6X5Y0	COG4291
A0A4P6X2Z8	COG1120
A0A4P6WYM3	COG2893
A0A4P6WYZ7	COG0583
A0A4P6WSL2	COG0501
A0A4P6X3P0	COG4706
A0A4V1AC04	COG0664
A0A4P6WZV3	COG0516
A0A4P6X232	COG0405
A0A4V1ABS6	COG2010
A0A4P6X1N3	COG1236
A0A4P6WTQ4	COG0418
A0A4P6X4N0	COG3181
A0A4P6X259	COG0491
A0A4V1ABI1	COG0609
A0A4P6X398	COG5473
A0A4P6WXV6	COG0513
A0A4V1ABD2	COG3842
A0A4P6X9W6	COG3487
A0A4P6WXW9	COG1309
A0A4P6X5J1	2CCFR
A0A4P6WYA3	COG0559
A0A4P6X4F7	COG0333
A0A4P6WRS9	COG1653
A0A4P6X506	COG3073
A0A4P6WYM6	COG3954
A0A4P6X6K0	COG3338
A0A4P6WV41	COG1404
A0A4P6WVQ5	COG0810
A0A4V1ABU8	2DBMY
A0A4P6WY03	COG0174
A0A4P6WWQ5	COG3320
A0A4P6X7D6	COG2986
A0A4P6WRW2	COG0583
A0A4P6WYT4	COG5572
A0A4P6X522	COG0673
A0A4P6WS71	COG2096
A0A4V1ABG0	COG4213
A0A4P6X3K9	COG0188
A0A4P6X175	COG4598
A0A4P6WWW1	2E3RU
A0A4P6WXG8	COG2835
A0A4V1ABH3	2EMD9
A0A4P6X8J6	COG0319
A0A4P6X929	COG0189
A0A4P6X2U4	COG3298
A0A4V1AB15	COG2204
A0A4V1ABF3	COG0395
A0A4P6WZJ0	COG0773
A0A4P6WZF6	COG4181
A0A4P6X1B5	COG1409
A0A4V1ABM1	COG1729
A0A4P6X1T5	COG0431
A0A4P6X0B0	COG0642
A0A4P6WYU0	COG1292
A0A4V1ABL2	COG4974
A0A4P6X2Z5	COG1131
A0A4P6X373	COG0411
A0A4P6X706	COG0464
A0A4P6WWG8	COG3839
A0A4P6WTJ5	COG1024
A0A4P6X281	COG3504
A0A4P6X094	COG3113
A0A4P6WZH0	COG0436
A0A4P6X678	COG0741
A0A4P6WYN8	COG4258
A0A4P6WZ78	COG1522
A0A4P6WYX8	COG1496
A0A4P6WXN0	COG0346
A0A4P6X1U0	COG1475
A0A4P6X1H5	COG0842
A0A4P6X5N9	2DP58
A0A4V1AB31	COG4251
A0A4P6WYI2	COG0617
A0A4P6WXI8	COG0028
A0A4P6X7C4	COG1696
A0A4P6X5V6	COG3167
A0A4P6WSM2	COG0474
A0A4P6X2Z0	COG0684
A0A4P6X225	COG3386
A0A4P6WXM9	COG0001
A0A4P6WWM1	COG4251
A0A4V1ABK7	COG0745
A0A4P6WZS2	COG0625
A0A4P6X156	COG0410
A0A4P6X4M6	COG0583
A0A4P6X1S6	2DWQ9
A0A4P6X792	COG0122
A0A4P6WYL6	COG0548
A0A4P6WZ09	COG0712
A0A4P6X2R4	COG1320
A0A4P6X206	COG3181
A0A4P6WRZ6	COG0715
A0A4P6X2V9	COG2141
A0A4P6X4W1	COG0597
A0A4P6WVJ4	COG5319
A0A4P6X325	COG0861
A0A4P6WVX0	COG0119
A0A4P6WX16	COG2079
A0A4V1AC21	COG0232
A0A4P6WV51	COG2070
A0A4P6X4B0	2E50M
A0A4P6X6Q6	COG2873
A0A4P6X422	COG0067
A0A4P6WWW0	COG1595
A0A4P6X0H7	COG2609
A0A4P6WXC0	COG1062
A0A4P6WZ56	COG2151
A0A4P6X430	COG3166
A0A4P6WYY2	COG0088
A0A4P6WS47	COG4727
A0A4P6WX54	COG0689
A0A4P6WY35	COG3181
A0A4P6WY25	COG3324
A0A4P6WTT6	COG0229
A0A4P6WZP4	COG2897
A0A4V1AB01	COG1741
A0A4P6WVS9	COG1012
A0A4P6WXY2	COG0419
A0A4P6X454	COG2030
A0A4P6X5G7	COG4736
A0A4P6X262	COG0438
A0A4P6X4J0	28IJP
A0A4P6X3K7	COG0304
A0A4P6WV05	COG1969
A0A4P6WZR8	COG1835
A0A4P6WVK3	2CE0X
A0A4P6X4Y8	COG4390
A0A4P6X360	COG0190
A0A4P6WVX2	COG2267
A0A4P6X2P4	COG0187
A0A4P6X7H0	COG0133
A0A4V1ABI3	COG0513
A0A4P6WYB3	COG0035
A0A4P6X3J2	COG0101
A0A4P6WWJ7	COG0770
A0A4P6WZ76	COG1012
A0A4P6X4R1	COG2928
A0A4P6X0K4	COG1639
A0A4P6WU57	COG1012
A0A4P6WXJ6	COG1146
A0A4V1ABA9	COG0398
A0A4P6WV34	COG1792
A0A4P6X860	COG1765
A0A4P6WV77	COG5660
A0A4V1AC09	COG0165
A0A4P6WY33	COG1522
A0A4P6WYV2	COG2017
A0A4P6WYI8	2ESXB
A0A4P6WW05	COG2730
A0A4V1ABB8	COG2188
A0A4P6X3S3	COG0517
A0A4P6WY80	COG1188
A0A4P6X625	COG0739
A0A4P6WX37	2EEJ7
A0A4P6WV63	COG3639
A0A4P6X0M5	COG0410
A0A4P6X4N9	COG1522
A0A4P6WYN7	COG3264
A0A4P6X257	COG1977
A0A4P6X5H5	COG1562
A0A4P6WZQ6	COG2202
A0A4P6WV32	COG0154
A0A4P6X4U2	COG0745
A0A4P6X0L2	COG0532
A0A4P6X5L6	28MAA
A0A4P6X473	COG1960
A0A4P6WVJ8	COG3909
A0A4P6WVA7	COG2894
A0A4P6WYV6	COG0625
A0A4P6WZR3	COG2050
A0A4P6X978	COG0477
A0A4P6WXT9	COG1744
A0A4P6X088	COG3189
A0A4P6X1E4	COG1158
A0A4P6X3F7	COG3484
A0A4P6WU17	COG3182
A0A4P6WT27	COG3312
A0A4P6WY38	COG3181
A0A4P6WX21	COG2603
A0A4P6X057	COG1211
A0A4P6X3I4	COG2963
A0A4P6X0N8	COG0735
A0A4P6WWI0	COG0841
A0A4P6X5K7	COG2076
A0A4P6X4Q5	2EGJ5
A0A4P6WS34	COG0010
A0A4V1ABG1	COG0583
A0A4V1ABY4	COG1216
A0A4P6X048	COG2175
A0A4P6WWE7	COG0664
A0A4P6WSY3	2DB9W
A0A4P6X4X1	COG2132
A0A4V1ABW4	COG3547
A0A4P6WZ99	COG0314
A0A4P6WV60	COG3971
A0A4P6X1Q9	COG4566
A0A4P6WZD4	COG0053
A0A4P6X4Q2	COG2927
A0A4P6X0H0	COG4786
A0A4P6X2K7	COG2010
A0A4P6WZB7	2EGU1
A0A4P6WTJ6	COG0683
A0A4V1ABT9	COG1788
A0A4P6WZ06	COG1846
A0A4P6WY96	COG0411
A0A4P6WXD7	COG3622
A0A4P6X0Z0	COG0004
A0A4V1ABF0	COG2343
A0A4P6X817	COG1024
A0A4P6X527	COG1176
A0A4P6WX71	COG0001
A0A4P6X1J9	COG0629
A0A4P6WU76	COG0835
A0A4P6X1V2	COG0318
A0A4P6X852	COG1989
A0A4P6X888	COG2853
A0A4P6WX34	COG0624
A0A4V1AC55	COG0085
A0A4P6X9U1	COG0468
A0A4P6X1D8	COG1595
A0A4V1ABK4	COG3481
A0A4P6WSV6	COG3023
A0A4P6WZI0	COG3547
A0A4P6X2I1	COG0410
A0A4P6X1X3	COG0845
A0A4P6WWJ3	COG0654
A0A4P6X0W9	COG0437
A0A4P6X4A0	COG3143
A0A4P6X0W3	COG0367
A0A4P6X1N2	COG3212
A0A4P6WUS2	COG2866
A0A4P6WXU9	COG0639
A0A4P6WZ16	COG0316
A0A4P6WX84	COG0489
A0A4P6WZA1	COG1005
A0A4P6WZT3	COG1309
A0A4P6X0X6	COG0683
A0A4P6X6B1	COG3181
A0A4P6X7N2	COG1105
A0A4P6WWL5	COG0329
A0A4P6X3C7	COG1414
A0A4P6X002	COG0498
A0A4V1AC49	COG0204
A0A4P6X4Y4	COG2360
A0A4P6X7M2	COG0625
A0A4P6WVZ7	COG3411
A0A4P6X9D9	28ME7
A0A4P6X0A7	COG2847
A0A4P6WXG9	COG4160
A0A4P6WYW6	2AD66
A0A4P6X174	COG4269
A0A4P6X2G2	COG0709
A0A4P6WZ54	COG0637
A0A4P6X5D5	COG0451
A0A4P6WX20	COG1075
A0A4P6X7E9	28IEW
A0A4P6X2A3	COG5591
A0A4P6WY19	COG0635
A0A4V1ABK2	COG4175
A0A4P6WX69	COG1960
A0A4P6WZA3	COG1028
A0A4P6X8P8	COG4675
A0A4V1AC65	COG2203
A0A4V1ABM7	COG0323
A0A4P6X1G4	COG1298
A0A4P6WTW4	COG3181
A0A4P6WVP9	COG0747
A0A4P6X4K3	COG4106
A0A4P6WXJ8	COG0683
A0A4V1AB61	COG1589
A0A4P6X1W8	COG0346
A0A4P6WZM8	COG2307
A0A4P6X3E2	COG3791
A0A4P6X5W4	COG0715
A0A4P6X543	COG0629
A0A4P6X1A6	2E9VJ
A0A4V1ABV2	COG2834
A0A4P6X4V0	COG3451
A0A4P6WY02	COG1284
A0A4P6X128	COG0823
A0A4P6WW24	COG0599
A0A4P6X062	2CWJC
A0A4P6WY71	COG2303
A0A4P6WU28	COG0208
A0A4P6X1S1	COG3181
A0A4P6WTE6	COG1764
A0A4P6X4M5	COG2755
A0A4P6WY92	COG2379
A0A4P6X0G7	COG0714
A0A4P6X5K9	COG0607
A0A4P6WSR6	COG2509
A0A4P6X6C5	COG4319
A0A4V1ABM5	COG0553
A0A4P6WYE2	COG0402
A0A4P6X4E6	COG2020
A0A4P6WYI9	COG0251
A0A4P6X1T0	COG0667
A0A4V1ABX4	COG2104
A0A4P6WVM6	2E6W9
A0A4P6WZQ4	COG0159
A0A4P6WRN4	COG0051
A0A4P6X306	COG0226
A0A4P6WST6	COG0185
A0A4P6X135	COG5113
A0A4P6WXV7	2C3XE
A0A4P6WTR3	COG1177
A0A4P6X798	2CGAU
A0A4P6WYN2	COG0356
A0A4P6WYP4	COG1132
A0A4P6WXH0	COG0631
A0A4P6WWF7	COG0477
A0A4P6WZG3	COG0346
A0A4P6WYK0	COG1250
A0A4P6WUF4	COG0596
A0A4P6WY78	COG1960
A0A4P6X1C1	COG0365
A0A4P6WYC6	COG0410
A0A4P6X2J0	COG3239
A0A4P6X394	COG5002
A0A4P6WZ84	COG2138
A0A4P6WXR7	2EFIR
A0A4V1ABU4	COG3696
A0A4P6X074	COG2188
A0A4P6WXF6	2DP2V
A0A4P6X3C2	COG4215
A0A4P6WR95	COG0477
A0A4P6X753	COG0495
A0A4P6WQS4	COG0474
A0A4P6WYC7	COG4757
A0A4P6WYD0	COG0179
A0A4P6WYF6	COG1918
A0A4P6WY01	COG0637
A0A4P6WYX5	COG1182
A0A4P6WZD1	COG0438
A0A4P6X0D5	COG1538
A0A4P6WVG2	COG1176
A0A4P6WX93	COG4166
A0A4P6WZ83	COG1752
A0A4P6X0G1	COG2944
A0A4V1AB09	COG1773
A0A4V1ABP1	28JC0
A0A4P6X1B8	28IYA
A0A4V1ABR0	COG1414
A0A4P6X246	COG0169
A0A4P6WVY3	COG3422
A0A4V1AAY4	COG0789
A0A4P6WT76	COG0343
A0A4P6X386	COG1315
A0A4P6WXW8	COG0559
A0A4P6X143	28JRI
A0A4P6X023	COG0849
A0A4P6WR64	28HGQ
A0A4P6WWG2	COG0411
A0A4P6WWG7	2D86B
A0A4P6X5L4	COG0559
A0A4P6WYF2	COG3384
A0A4P6WVV4	COG0235
A0A4P6WYQ7	COG3702
A0A4P6WV46	COG2249
A0A4P6WW54	2EHNW
A0A4P6WW40	COG3265
A0A4P6X429	COG1473
A0A4P6X4R7	COG5470
A0A4P6WV99	COG2378
A0A4P6X4K7	COG1162
A0A4P6WUD7	COG1522
A0A4P6X0J8	COG1317
A0A4P6X3T5	COG0842
A0A4P6WV17	COG0488
A0A4P6WVJ1	COG2267
A0A4P6WX67	COG0438
A0A4P6WVF5	COG3181
A0A4P6X785	COG0841
A0A4P6X0Q2	COG3772
A0A4P6X0N4	COG1545
A0A4P6WSI1	COG3093
A0A4P6WRS1	COG1704
A0A4P6X7S8	COG0180
A0A4V1ABP4	COG0183
A0A4P6WYF7	COG2080
A0A4P6X7G5	COG0758
A0A4P6WTV5	COG2153
A0A4P6X5S0	COG0723
A0A4P6WZ00	COG5361
A0A4P6WVU9	COG0410
A0A4P6WVV2	COG1793
A0A4V1ABF1	COG1305
A0A4V1ABG6	COG2203
A0A4P6WWZ8	COG1335
A0A4P6X0N1	COG3279
A0A4P6X6L8	COG4644
A0A4P6X1X8	COG1565
A0A4P6WXB8	COG1622
A0A4P6X200	28HGF
A0A4P6WTV6	COG1006
A0A4P6WVQ7	COG1853
A0A4P6X6B8	COG1516
A0A4P6WVK5	COG2084
A0A4P6X1L5	COG0535
A0A4P6WVR1	COG0583
A0A4P6X440	COG0225
A0A4P6WZ11	COG2227
A0A4P6WZT7	COG0564
A0A4P6X1F3	COG0526
A0A4P6WYJ3	COG2948
A0A4P6X5D6	COG0183
A0A4V1ABA2	COG4221
A0A4V1AC61	2CA5H
A0A4P6X9Q8	COG0840
A0A4P6X0Z6	COG0760
A0A4P6X5F5	COG3000
A0A4P6WRQ8	COG1488
A0A4V1AB49	COG1752
A0A4P6WYB1	COG0582
A0A4P6X0J3	COG0745
A0A4P6X2G0	COG3025
A0A4P6WWH3	COG0583
A0A4P6WSP1	COG0778
A0A4P6X5Z9	COG3203
A0A4P6WZN2	COG3758
A0A4P6WS81	COG1638
A0A4P6WWC8	COG3203
A0A4P6WU66	COG3381
A0A4P6X3L4	28H5A
A0A4P6WYY9	COG0454
A0A4V1AC82	COG0057
A0A4P6X2N6	COG0756
A0A4P6WVB5	COG0243
A0A4P6WXQ6	COG0840
A0A4P6X5W0	COG2826
A0A4P6WYE0	COG4772
A0A4P6WV95	COG0166
A0A4P6X0Q9	COG0854
A0A4P6WU01	COG4094
A0A4P6WZL9	COG4181
A0A4P6WZX6	COG0247
A0A4P6X010	COG0334
A0A4P6X5N2	292MF
A0A4P6WUS4	COG0576
A0A4P6X025	COG4275
A0A4P6WYW9	COG1042
A0A4P6X7R2	COG0564
A0A4V1ABV3	COG1741
A0A4P6X692	COG0488
A0A4P6X1L4	COG4608
A0A4P6WXQ0	COG1420
A0A4P6X2K0	COG0111
A0A4P6WTX0	COG2304
A0A4P6X2S6	COG0500
A0A4P6X6H3	COG0280
A0A4P6X4J7	COG1529
A0A4P6X414	COG5007
A0A4P6WTR0	COG1309
A0A4P6WZ77	COG1484
A0A4V1ABP6	COG0424
A0A4P6X3T8	2CGSJ
A0A4P6X5P5	2E2ZU
A0A4P6WYW7	COG0583
A0A4P6WV26	COG0497
A0A4P6WYG3	COG0583
A0A4P6WWY2	COG4126
A0A4P6WU94	COG0171
A0A4P6X5S8	COG1638
A0A4P6WZP5	COG2199
A0A4P6X456	28MZ4
A0A4P6WSA0	COG0583
A0A4P6WU21	2E4QE
A0A4P6WWJ1	COG2866
A0A4P6X0G5	28K3R
A0A4P6WYF0	COG2079
A0A4V1AC42	COG3193
A0A4V1AC32	COG1157
A0A4P6WUZ5	COG2900
A0A4P6WSY0	COG1975
A0A4P6WTQ8	COG0583
A0A4P6X2S2	COG0746
A0A4P6WUP1	COG1011
A0A4P6X127	COG0584
A0A4P6WXA3	COG0724
A0A4P6X943	COG0222
A0A4P6X2B2	COG1146
A0A4P6WZ19	COG1067
A0A4P6WXC8	2DV4K
A0A4P6WYM4	COG2867
A0A4P6X324	2B3E9
A0A4P6WX51	COG0318
A0A4P6WYD5	COG0583
A0A4P6WZI7	COG3734
A0A4P6X1B6	COG2863
A0A4V1AB82	COG2197
A0A4P6X7C5	COG3843
A0A4P6WV16	COG0409
A0A4P6WZV7	2E53D
A0A4P6WZL5	COG0477
A0A4V1ABB1	COG0266
A0A4P6WWE9	COG0355
A0A4P6WX88	COG0411
A0A4V1AC84	COG2193
A0A4P6X260	COG1803
A0A4P6X1F6	COG1048
A0A4P6WYU8	COG3485
A0A4P6WV50	COG0477
A0A4P6X737	COG0663
A0A4P6WQT6	COG4784
A0A4P6WYZ5	COG0625
A0A4V1AB52	COG1309
A0A4P6WVR2	COG4147
A0A4P6X5N1	COG0697
A0A4P6X1G6	COG1109
A0A4P6WYI5	COG0433
A0A4P6X1N5	COG0683
A0A4P6WUE6	COG0640
A0A4P6X4E7	COG3026
A0A4P6WRU9	COG0760
A0A4P6WZB4	COG2918
A0A4P6X1C6	COG0553
A0A4P6X640	COG0845
A0A4P6X8G1	COG0212
A0A4P6WVP0	COG0839
A0A4P6X830	COG0173
A0A4P6X371	COG0403
A0A4P6X3S7	COG1857
A0A4P6X3R4	COG0834
A0A4P6WVJ9	COG5615
A0A4P6X2W3	COG1319
A0A4P6WX38	COG1917
A0A4V1AB30	2E61D
A0A4P6WSH3	COG0394
A0A4P6WTM1	COG1672
A0A4P6X0L8	COG5001
A0A4P6X1X2	COG2801
A0A4P6WTM4	COG0577
A0A4P6X2V6	COG1538
A0A4P6X4F4	2EITT
A0A4P6X503	COG0848
A0A4P6WWT4	COG1270
A0A4P6WSI6	COG0583
A0A4V1AB20	COG1981
A0A4P6X3C4	COG1893
A0A4V1ABH0	COG2212
A0A4P6X297	COG4214
A0A4P6X1S3	COG1011
A0A4P6X1Z6	COG3843
A0A4P6X168	COG4974
A0A4V1ABH6	2DMM5
A0A4P6WY90	COG1477
A0A4P6X183	COG3214
A0A4P6X2J2	COG0811
A0A4P6WTG1	COG2351
A0A4P6X375	COG0631
A0A4P6X4Y9	COG5314
A0A4P6X3V3	COG0824
A0A4P6WUW8	COG2863
A0A4P6WYR9	COG3176
A0A4P6X288	COG1463
A0A4P6X617	COG1523
A0A4P6X0U3	COG0508
A0A4P6WVU6	COG3177
A0A4P6WVZ2	COG1073
A0A4P6X515	COG1399
A0A4P6WUM1	COG1173
A0A4P6X3E1	COG3181
A0A4P6X5I3	COG1403
A0A4P6X1M2	COG0072
A0A4P6X581	COG0822
A0A4V1ABQ4	2DVDD
A0A4P6X070	COG0840
A0A4P6WY06	COG0664
A0A4P6WUF2	COG3794
A0A4P6WWC1	COG3181
A0A4V1AB18	COG0346
A0A4P6X6S1	2BWQ4
A0A4P6X208	COG0103
A0A4P6WUY3	COG4447
A0A4P6X120	COG5008
A0A4P6X547	COG3687
A0A4P6WUX6	COG0583
A0A4P6X3I3	COG0605
A0A4V1ABZ2	COG0583
A0A4P6WVP6	COG2518
A0A4P6WY44	COG1012
A0A4P6X6X4	29CX4
A0A4P6X3Q6	COG0008
A0A4P6WZV8	2CUPU
A0A4P6X7E1	COG4273
A0A4P6X9A3	COG0265
A0A4P6WVI4	COG2423
A0A4V1ABD3	COG1613
A0A4P6WZK2	COG1126
A0A4V1AAY3	COG0778
A0A4P6WVM8	COG0322
A0A4V1ABA3	COG1752
A0A4P6WXJ2	COG0021
A0A4P6WXS0	COG0665
A0A4P6WXM0	COG0833
A0A4P6WW09	COG0680
A0A4V1ABI6	COG0233
A0A4P6X0P8	COG0515
A0A4P6X705	2BWJI
A0A4P6WWQ6	COG4654
A0A4P6WWR6	COG1946
A0A4P6WU82	COG0761
A0A4P6WY77	COG1660
A0A4P6WWH9	COG5013
A0A4P6X6R5	COG0697
A0A4P6WWN2	COG1006
A0A4P6X1I5	COG4177
A0A4P6X2B4	COG1703
A0A4P6WUC5	COG1765
