KEGGgene	KO	Organism
hpse:HPF_09350	ko:K01061	Hydrogenophaga
hpse:HPF_09355	ko:K16267	Hydrogenophaga
hpse:HPF_09370	ko:K01011	Hydrogenophaga
hpse:HPF_09385	ko:K03602	Hydrogenophaga
hpse:HPF_09395	ko:K01662	Hydrogenophaga
hpse:HPF_09415	ko:K01520	Hydrogenophaga
hpse:HPF_09420	ko:K03775	Hydrogenophaga
hpse:HPF_09425	ko:K18850	Hydrogenophaga
hpse:HPF_09440	ko:K07287	Hydrogenophaga
hpse:HPF_09445	ko:K01714	Hydrogenophaga
hpse:HPF_13815	ko:K17686	Hydrogenophaga
hpse:HPF_13850	ko:K22348	Hydrogenophaga
hpse:HPF_13860	ko:K07665	Hydrogenophaga
hpse:HPF_14505	ko:K03431	Hydrogenophaga
hpse:HPF_14510	ko:K03205	Hydrogenophaga
hpse:HPF_14525	ko:K03196	Hydrogenophaga
hpse:HPF_14530	ko:K03195	Hydrogenophaga
hpse:HPF_14550	ko:K03201	Hydrogenophaga
hpse:HPF_14585	ko:K03199	Hydrogenophaga
hpse:HPF_14590	ko:K03194	Hydrogenophaga
hpse:HPF_14595	ko:K00796	Hydrogenophaga
hpse:HPF_14600	ko:K03798	Hydrogenophaga
hpse:HPF_18620	ko:K07157	Hydrogenophaga
hpse:HPF_18625	ko:K01207	Hydrogenophaga
hpse:HPF_18630	ko:K00997	Hydrogenophaga
hpse:HPF_18635	ko:K03474	Hydrogenophaga
hpse:HPF_18640	ko:K03584	Hydrogenophaga
hpse:HPF_18645	ko:K03595	Hydrogenophaga
hpse:HPF_18650	ko:K03685	Hydrogenophaga
hpse:HPF_18660	ko:K03100	Hydrogenophaga
hpse:HPF_18665	ko:K03596	Hydrogenophaga
hpse:HPF_18670	ko:K04771	Hydrogenophaga
hpse:HPF_18675	ko:K03598	Hydrogenophaga
hpse:HPF_18680	ko:K03597	Hydrogenophaga
hpse:HPF_18695	ko:K09458	Hydrogenophaga
hpse:HPF_18700	ko:K02078	Hydrogenophaga
hpse:HPF_18705	ko:K00059	Hydrogenophaga
hpse:HPF_18710	ko:K00645	Hydrogenophaga
hpse:HPF_18715	ko:K00648	Hydrogenophaga
hpse:HPF_18720	ko:K03621	Hydrogenophaga
hpse:HPF_18725	ko:K02911	Hydrogenophaga
hpse:HPF_18730	ko:K07040	Hydrogenophaga
hpse:HPF_18735	ko:K06287	Hydrogenophaga
hpse:HPF_18740	ko:K07056	Hydrogenophaga
hpse:HPF_18745	ko:K00963	Hydrogenophaga
hpse:HPF_18750	ko:K04773	Hydrogenophaga
hpse:HPF_18760	ko:K01091	Hydrogenophaga
hpse:HPF_18765	ko:K03746	Hydrogenophaga
hpse:HPF_18770	ko:K06179	Hydrogenophaga
hpse:HPF_18775	ko:K08300	Hydrogenophaga
hpse:HPF_18780	ko:K02498	Hydrogenophaga
hpse:HPF_18785	ko:K02496	Hydrogenophaga
hpse:HPF_18790	ko:K01719	Hydrogenophaga
hpse:HPF_18795	ko:K01749	Hydrogenophaga
hpse:HPF_18800	ko:K01595	Hydrogenophaga
hpse:HPF_18805	ko:K07053	Hydrogenophaga
hpse:HPF_18820	ko:K01867	Hydrogenophaga
hpse:HPF_18845	ko:K07733	Hydrogenophaga
hpse:HPF_18855	ko:K03427	Hydrogenophaga
hpse:HPF_18860	ko:K01154	Hydrogenophaga
hpse:HPF_22860	ko:K02483	Hydrogenophaga
hpse:HPF_22870	ko:K00799	Hydrogenophaga
hpse:HPF_22875	ko:K03169	Hydrogenophaga
hpse:HPF_22880	ko:K07117	Hydrogenophaga
hpse:HPF_22885	ko:K03524	Hydrogenophaga
hpse:HPF_22895	ko:K00134	Hydrogenophaga
hpse:HPF_22900	ko:K00615	Hydrogenophaga
hpse:HPF_22905	ko:K00992	Hydrogenophaga
hpse:HPF_22910	ko:K01262	Hydrogenophaga
hpse:HPF_22920	ko:K16370	Hydrogenophaga
hpse:HPF_22925	ko:K16088	Hydrogenophaga
hpse:HPF_22930	ko:K16088	Hydrogenophaga
hpse:HPF_22950	ko:K07231	Hydrogenophaga
hpse:HPF_22960	ko:K07338	Hydrogenophaga
hpse:HPF_22965	ko:K09947	Hydrogenophaga
hpse:HPF_22980	ko:K01679	Hydrogenophaga
hpse:HPF_22995	ko:K03594	Hydrogenophaga
hpse:HPF_23000	ko:K02192	Hydrogenophaga
hpse:HPF_23005	ko:K00029	Hydrogenophaga
hpse:HPF_23010	ko:K01167	Hydrogenophaga
hpse:HPF_23020	ko:K02528	Hydrogenophaga
hpse:HPF_23025	ko:K03771	Hydrogenophaga
hpse:HPF_23030	ko:K04744	Hydrogenophaga
hpse:HPF_23035	ko:K07102	Hydrogenophaga
hpse:HPF_23040	ko:K09761	Hydrogenophaga
hpse:HPF_23090	ko:K03408	Hydrogenophaga
hpse:HPF_23095	ko:K03408	Hydrogenophaga
hpse:HPF_23115	ko:K00641	Hydrogenophaga
hpse:HPF_23130	ko:K11719	Hydrogenophaga
hpse:HPF_04110	ko:K07000	Hydrogenophaga
hpse:HPF_04115	ko:K05837	Hydrogenophaga
hpse:HPF_04120	ko:K08319	Hydrogenophaga
hpse:HPF_04125	ko:K03568	Hydrogenophaga
hpse:HPF_04130	ko:K01626	Hydrogenophaga
hpse:HPF_04145	ko:K02558	Hydrogenophaga
hpse:HPF_04160	ko:K02160	Hydrogenophaga
hpse:HPF_04165	ko:K01961	Hydrogenophaga
hpse:HPF_04170	ko:K02687	Hydrogenophaga
hpse:HPF_04180	ko:K00856	Hydrogenophaga
hpse:HPF_04190	ko:K00526	Hydrogenophaga
hpse:HPF_04195	ko:K00525	Hydrogenophaga
hpse:HPF_04200	ko:K03806	Hydrogenophaga
hpse:HPF_04210	ko:K02668	Hydrogenophaga
hpse:HPF_04215	ko:K06950	Hydrogenophaga
hpse:HPF_04225	ko:K03106	Hydrogenophaga
hpse:HPF_04235	ko:K03669	Hydrogenophaga
hpse:HPF_04240	ko:K03670	Hydrogenophaga
hpse:HPF_04245	ko:K07715	Hydrogenophaga
hpse:HPF_04255	ko:K07711	Hydrogenophaga
hpse:HPF_04260	ko:K06168	Hydrogenophaga
hpse:HPF_04290	ko:K15866	Hydrogenophaga
hpse:HPF_04295	ko:K02614	Hydrogenophaga
hpse:HPF_04300	ko:K01912	Hydrogenophaga
hpse:HPF_04325	ko:K03981	Hydrogenophaga
hpse:HPF_04335	ko:K07140	Hydrogenophaga
hpse:HPF_04345	ko:K07303	Hydrogenophaga
hpse:HPF_04350	ko:K07302	Hydrogenophaga
hpse:HPF_04355	ko:K07402	Hydrogenophaga
hpse:HPF_04370	ko:K07141	Hydrogenophaga
hpse:HPF_04375	ko:K07402	Hydrogenophaga
hpse:HPF_08420	ko:K09972	Hydrogenophaga
hpse:HPF_08425	ko:K09971	Hydrogenophaga
hpse:HPF_08430	ko:K09970	Hydrogenophaga
hpse:HPF_08435	ko:K09969	Hydrogenophaga
hpse:HPF_08440	ko:K00666	Hydrogenophaga
hpse:HPF_08470	ko:K03924	Hydrogenophaga
hpse:HPF_08475	ko:K00626	Hydrogenophaga
hpse:HPF_08490	ko:K06177	Hydrogenophaga
hpse:HPF_08495	ko:K07226	Hydrogenophaga
hpse:HPF_08510	ko:K05541	Hydrogenophaga
hpse:HPF_08515	ko:K01919	Hydrogenophaga
hpse:HPF_08520	ko:K01061	Hydrogenophaga
hpse:HPF_08540	ko:K14540	Hydrogenophaga
hpse:HPF_08580	ko:K02238	Hydrogenophaga
hpse:HPF_08600	ko:K08305	Hydrogenophaga
hpse:HPF_08605	ko:K22452	Hydrogenophaga
hpse:HPF_08615	ko:K03924	Hydrogenophaga
hpse:HPF_08655	ko:K03521	Hydrogenophaga
hpse:HPF_08660	ko:K03522	Hydrogenophaga
hpse:HPF_12750	ko:K07161	Hydrogenophaga
hpse:HPF_12780	ko:K01897	Hydrogenophaga
hpse:HPF_12790	ko:K01995	Hydrogenophaga
hpse:HPF_12800	ko:K01997	Hydrogenophaga
hpse:HPF_12835	ko:K07068	Hydrogenophaga
hpse:HPF_12860	ko:K21310	Hydrogenophaga
hpse:HPF_12870	ko:K13774	Hydrogenophaga
hpse:HPF_12895	ko:K01968	Hydrogenophaga
hpse:HPF_12900	ko:K13766	Hydrogenophaga
hpse:HPF_12905	ko:K01969	Hydrogenophaga
hpse:HPF_12910	ko:K01640	Hydrogenophaga
hpse:HPF_12915	ko:K01968	Hydrogenophaga
hpse:HPF_12920	ko:K01969	Hydrogenophaga
hpse:HPF_12930	ko:K04117	Hydrogenophaga
hpse:HPF_12935	ko:K00219	Hydrogenophaga
hpse:HPF_12955	ko:K07068	Hydrogenophaga
hpse:HPF_12975	ko:K01692	Hydrogenophaga
hpse:HPF_12990	ko:K01995	Hydrogenophaga
hpse:HPF_12995	ko:K01897	Hydrogenophaga
hpse:HPF_13000	ko:K01997	Hydrogenophaga
hpse:HPF_17290	ko:K07160	Hydrogenophaga
hpse:HPF_17305	ko:K03554	Hydrogenophaga
hpse:HPF_17310	ko:K06199	Hydrogenophaga
hpse:HPF_17320	ko:K00376	Hydrogenophaga
hpse:HPF_17325	ko:K19339	Hydrogenophaga
hpse:HPF_17330	ko:K07218	Hydrogenophaga
hpse:HPF_17335	ko:K19340	Hydrogenophaga
hpse:HPF_17340	ko:K19341	Hydrogenophaga
hpse:HPF_17345	ko:K19342	Hydrogenophaga
hpse:HPF_17360	ko:K03734	Hydrogenophaga
hpse:HPF_17365	ko:K13771	Hydrogenophaga
hpse:HPF_17380	ko:K22515	Hydrogenophaga
hpse:HPF_17405	ko:K03738	Hydrogenophaga
hpse:HPF_17420	ko:K03520	Hydrogenophaga
hpse:HPF_17435	ko:K07161	Hydrogenophaga
hpse:HPF_17440	ko:K09386	Hydrogenophaga
hpse:HPF_17445	ko:K07402	Hydrogenophaga
hpse:HPF_17465	ko:K21405	Hydrogenophaga
hpse:HPF_17475	ko:K01259	Hydrogenophaga
hpse:HPF_17480	ko:K06136	Hydrogenophaga
hpse:HPF_17485	ko:K06137	Hydrogenophaga
hpse:HPF_17490	ko:K06138	Hydrogenophaga
hpse:HPF_17495	ko:K06139	Hydrogenophaga
hpse:HPF_21530	ko:K02864	Hydrogenophaga
hpse:HPF_21535	ko:K02863	Hydrogenophaga
hpse:HPF_21540	ko:K02867	Hydrogenophaga
hpse:HPF_21545	ko:K02601	Hydrogenophaga
hpse:HPF_21550	ko:K03073	Hydrogenophaga
hpse:HPF_21560	ko:K02358	Hydrogenophaga
hpse:HPF_21580	ko:K03648	Hydrogenophaga
hpse:HPF_21585	ko:K01609	Hydrogenophaga
hpse:HPF_21595	ko:K00766	Hydrogenophaga
hpse:HPF_21615	ko:K01657	Hydrogenophaga
hpse:HPF_21625	ko:K01091	Hydrogenophaga
hpse:HPF_21630	ko:K01783	Hydrogenophaga
hpse:HPF_21635	ko:K06195	Hydrogenophaga
hpse:HPF_21645	ko:K00946	Hydrogenophaga
hpse:HPF_21650	ko:K01095	Hydrogenophaga
hpse:HPF_21655	ko:K03743	Hydrogenophaga
hpse:HPF_21665	ko:K07039	Hydrogenophaga
hpse:HPF_21680	ko:K07444	Hydrogenophaga
hpse:HPF_21685	ko:K03092	Hydrogenophaga
hpse:HPF_21690	ko:K06861	Hydrogenophaga
hpse:HPF_21695	ko:K09774	Hydrogenophaga
hpse:HPF_21700	ko:K03673	Hydrogenophaga
hpse:HPF_21710	ko:K01887	Hydrogenophaga
hpse:HPF_21720	ko:K05596	Hydrogenophaga
hpse:HPF_21725	ko:K03736	Hydrogenophaga
hpse:HPF_21730	ko:K03735	Hydrogenophaga
hpse:HPF_21735	ko:K16238	Hydrogenophaga
hpse:HPF_21740	ko:K04033	Hydrogenophaga
hpse:HPF_13865	ko:K07644	Hydrogenophaga
hpse:HPF_13880	ko:K07798	Hydrogenophaga
hpse:HPF_13885	ko:K07787	Hydrogenophaga
hpse:HPF_13895	ko:K03194	Hydrogenophaga
hpse:HPF_13905	ko:K03198	Hydrogenophaga
hpse:HPF_13910	ko:K03199	Hydrogenophaga
hpse:HPF_13920	ko:K03201	Hydrogenophaga
hpse:HPF_13940	ko:K03195	Hydrogenophaga
hpse:HPF_13945	ko:K03196	Hydrogenophaga
hpse:HPF_13950	ko:K03205	Hydrogenophaga
hpse:HPF_13970	ko:K03427	Hydrogenophaga
hpse:HPF_13975	ko:K01154	Hydrogenophaga
hpse:HPF_13985	ko:K01153	Hydrogenophaga
hpse:HPF_14040	ko:K03497	Hydrogenophaga
hpse:HPF_14045	ko:K03496	Hydrogenophaga
hpse:HPF_14055	ko:K03111	Hydrogenophaga
hpse:HPF_14060	ko:K03630	Hydrogenophaga
hpse:HPF_18065	ko:K00252	Hydrogenophaga
hpse:HPF_18095	ko:K01781	Hydrogenophaga
hpse:HPF_18105	ko:K11105	Hydrogenophaga
hpse:HPF_18115	ko:K00163	Hydrogenophaga
hpse:HPF_18120	ko:K09965	Hydrogenophaga
hpse:HPF_18140	ko:K00573	Hydrogenophaga
hpse:HPF_18150	ko:K12340	Hydrogenophaga
hpse:HPF_18160	ko:K02527	Hydrogenophaga
hpse:HPF_18180	ko:K01840	Hydrogenophaga
hpse:HPF_18185	ko:K13529	Hydrogenophaga
hpse:HPF_18190	ko:K00567	Hydrogenophaga
hpse:HPF_18220	ko:K10764	Hydrogenophaga
hpse:HPF_18225	ko:K00764	Hydrogenophaga
hpse:HPF_18230	ko:K03558	Hydrogenophaga
hpse:HPF_18235	ko:K03749	Hydrogenophaga
hpse:HPF_18240	ko:K11754	Hydrogenophaga
hpse:HPF_18245	ko:K01259	Hydrogenophaga
hpse:HPF_18255	ko:K01337	Hydrogenophaga
hpse:HPF_18270	ko:K00362	Hydrogenophaga
hpse:HPF_18280	ko:K00363	Hydrogenophaga
hpse:HPF_18295	ko:K02303	Hydrogenophaga
hpse:HPF_18310	ko:K02970	Hydrogenophaga
hpse:HPF_18320	ko:K01586	Hydrogenophaga
hpse:HPF_18325	ko:K09117	Hydrogenophaga
hpse:HPF_18330	ko:K01999	Hydrogenophaga
hpse:HPF_22315	ko:K19294	Hydrogenophaga
hpse:HPF_22350	ko:K00450	Hydrogenophaga
hpse:HPF_22355	ko:K16165	Hydrogenophaga
hpse:HPF_22360	ko:K07216	Hydrogenophaga
hpse:HPF_22380	ko:K07234	Hydrogenophaga
hpse:HPF_22385	ko:K00525	Hydrogenophaga
hpse:HPF_22390	ko:K00459	Hydrogenophaga
hpse:HPF_22405	ko:K11068	Hydrogenophaga
hpse:HPF_22420	ko:K03186	Hydrogenophaga
hpse:HPF_22425	ko:K03182	Hydrogenophaga
hpse:HPF_22445	ko:K04069	Hydrogenophaga
hpse:HPF_22455	ko:K21636	Hydrogenophaga
hpse:HPF_22480	ko:K10680	Hydrogenophaga
hpse:HPF_22490	ko:K09790	Hydrogenophaga
hpse:HPF_22510	ko:K00927	Hydrogenophaga
hpse:HPF_22540	ko:K02483	Hydrogenophaga
hpse:HPF_22550	ko:K03760	Hydrogenophaga
hpse:HPF_22555	ko:K07645	Hydrogenophaga
hpse:HPF_22560	ko:K07666	Hydrogenophaga
hpse:HPF_22570	ko:K08679	Hydrogenophaga
hpse:HPF_03580	ko:K00285	Hydrogenophaga
hpse:HPF_03595	ko:K03324	Hydrogenophaga
hpse:HPF_03605	ko:K13774	Hydrogenophaga
hpse:HPF_03610	ko:K13778	Hydrogenophaga
hpse:HPF_03615	ko:K11731	Hydrogenophaga
hpse:HPF_03620	ko:K13779	Hydrogenophaga
hpse:HPF_03625	ko:K13777	Hydrogenophaga
hpse:HPF_03645	ko:K01531	Hydrogenophaga
hpse:HPF_03650	ko:K01147	Hydrogenophaga
hpse:HPF_03695	ko:K13688	Hydrogenophaga
hpse:HPF_03710	ko:K03286	Hydrogenophaga
hpse:HPF_03725	ko:K03594	Hydrogenophaga
hpse:HPF_03730	ko:K04065	Hydrogenophaga
hpse:HPF_03765	ko:K05564	Hydrogenophaga
hpse:HPF_03770	ko:K05563	Hydrogenophaga
hpse:HPF_03775	ko:K05562	Hydrogenophaga
hpse:HPF_03780	ko:K05561	Hydrogenophaga
hpse:HPF_03785	ko:K05560	Hydrogenophaga
hpse:HPF_03790	ko:K05559	Hydrogenophaga
hpse:HPF_03805	ko:K01897	Hydrogenophaga
hpse:HPF_03815	ko:K01995	Hydrogenophaga
hpse:HPF_03825	ko:K01997	Hydrogenophaga
hpse:HPF_03840	ko:K01692	Hydrogenophaga
hpse:HPF_07890	ko:K03686	Hydrogenophaga
hpse:HPF_07895	ko:K04043	Hydrogenophaga
hpse:HPF_07900	ko:K03687	Hydrogenophaga
hpse:HPF_07940	ko:K01995	Hydrogenophaga
hpse:HPF_07940	ko:K01998	Hydrogenophaga
hpse:HPF_07945	ko:K01997	Hydrogenophaga
hpse:HPF_07950	ko:K01999	Hydrogenophaga
hpse:HPF_07955	ko:K01075	Hydrogenophaga
hpse:HPF_07965	ko:K00626	Hydrogenophaga
hpse:HPF_07970	ko:K12508	Hydrogenophaga
hpse:HPF_07975	ko:K20036	Hydrogenophaga
hpse:HPF_07980	ko:K07045	Hydrogenophaga
hpse:HPF_07985	ko:K00549	Hydrogenophaga
hpse:HPF_07990	ko:K11475	Hydrogenophaga
hpse:HPF_08000	ko:K01053	Hydrogenophaga
hpse:HPF_08060	ko:K19338	Hydrogenophaga
hpse:HPF_08065	ko:K10220	Hydrogenophaga
hpse:HPF_08070	ko:K10218	Hydrogenophaga
hpse:HPF_08075	ko:K10221	Hydrogenophaga
hpse:HPF_08080	ko:K04100	Hydrogenophaga
hpse:HPF_08090	ko:K10219	Hydrogenophaga
hpse:HPF_08115	ko:K07045	Hydrogenophaga
hpse:HPF_08120	ko:K02363	Hydrogenophaga
hpse:HPF_12230	ko:K18640	Hydrogenophaga
hpse:HPF_12240	ko:K03746	Hydrogenophaga
hpse:HPF_12390	ko:K03546	Hydrogenophaga
hpse:HPF_12410	ko:K03547	Hydrogenophaga
hpse:HPF_12460	ko:K06919	Hydrogenophaga
hpse:HPF_16735	ko:K02005	Hydrogenophaga
hpse:HPF_16740	ko:K02004	Hydrogenophaga
hpse:HPF_16745	ko:K02003	Hydrogenophaga
hpse:HPF_16770	ko:K05596	Hydrogenophaga
hpse:HPF_16775	ko:K06895	Hydrogenophaga
hpse:HPF_16780	ko:K07734	Hydrogenophaga
hpse:HPF_16785	ko:K07734	Hydrogenophaga
hpse:HPF_16790	ko:K00799	Hydrogenophaga
hpse:HPF_16805	ko:K00077	Hydrogenophaga
hpse:HPF_16825	ko:K00014	Hydrogenophaga
hpse:HPF_16835	ko:K21394	Hydrogenophaga
hpse:HPF_16840	ko:K21393	Hydrogenophaga
hpse:HPF_16845	ko:K21395	Hydrogenophaga
hpse:HPF_16850	ko:K03786	Hydrogenophaga
hpse:HPF_16855	ko:K00014	Hydrogenophaga
hpse:HPF_16940	ko:K01118	Hydrogenophaga
hpse:HPF_16950	ko:K06132	Hydrogenophaga
hpse:HPF_16975	ko:K00344	Hydrogenophaga
hpse:HPF_16990	ko:K07303	Hydrogenophaga
hpse:HPF_21010	ko:K06938	Hydrogenophaga
hpse:HPF_21020	ko:K05834	Hydrogenophaga
hpse:HPF_21025	ko:K01640	Hydrogenophaga
hpse:HPF_21030	ko:K12972	Hydrogenophaga
hpse:HPF_21035	ko:K01968	Hydrogenophaga
hpse:HPF_21045	ko:K13766	Hydrogenophaga
hpse:HPF_21055	ko:K01969	Hydrogenophaga
hpse:HPF_21060	ko:K00666	Hydrogenophaga
hpse:HPF_21070	ko:K06140	Hydrogenophaga
hpse:HPF_21095	ko:K09858	Hydrogenophaga
hpse:HPF_21105	ko:K11209	Hydrogenophaga
hpse:HPF_21110	ko:K03498	Hydrogenophaga
hpse:HPF_21115	ko:K03499	Hydrogenophaga
hpse:HPF_21130	ko:K00626	Hydrogenophaga
hpse:HPF_21135	ko:K00906	Hydrogenophaga
hpse:HPF_21140	ko:K01673	Hydrogenophaga
hpse:HPF_21145	ko:K00253	Hydrogenophaga
hpse:HPF_21165	ko:K08987	Hydrogenophaga
hpse:HPF_21180	ko:K07168	Hydrogenophaga
hpse:HPF_21190	ko:K00655	Hydrogenophaga
hpse:HPF_21195	ko:K03273	Hydrogenophaga
hpse:HPF_21200	ko:K01879	Hydrogenophaga
hpse:HPF_21205	ko:K01878	Hydrogenophaga
hpse:HPF_21210	ko:K03820	Hydrogenophaga
hpse:HPF_21215	ko:K06189	Hydrogenophaga
hpse:HPF_21745	ko:K06895	Hydrogenophaga
hpse:HPF_21750	ko:K00468	Hydrogenophaga
hpse:HPF_21755	ko:K01506	Hydrogenophaga
hpse:HPF_21775	ko:K01640	Hydrogenophaga
hpse:HPF_21790	ko:K01560	Hydrogenophaga
hpse:HPF_21225	ko:K03719	Hydrogenophaga
hpse:HPF_21230	ko:K00457	Hydrogenophaga
hpse:HPF_03030	ko:K02907	Hydrogenophaga
hpse:HPF_03035	ko:K02876	Hydrogenophaga
hpse:HPF_03040	ko:K03076	Hydrogenophaga
hpse:HPF_03045	ko:K02518	Hydrogenophaga
hpse:HPF_03050	ko:K02919	Hydrogenophaga
hpse:HPF_03055	ko:K02952	Hydrogenophaga
hpse:HPF_03060	ko:K02948	Hydrogenophaga
hpse:HPF_03065	ko:K02986	Hydrogenophaga
hpse:HPF_03070	ko:K03040	Hydrogenophaga
hpse:HPF_03075	ko:K02879	Hydrogenophaga
hpse:HPF_03090	ko:K08295	Hydrogenophaga
hpse:HPF_03110	ko:K09461	Hydrogenophaga
hpse:HPF_03125	ko:K01912	Hydrogenophaga
hpse:HPF_03135	ko:K01999	Hydrogenophaga
hpse:HPF_03145	ko:K01997	Hydrogenophaga
hpse:HPF_03150	ko:K01995	Hydrogenophaga
hpse:HPF_03155	ko:K01897	Hydrogenophaga
hpse:HPF_03175	ko:K06182	Hydrogenophaga
hpse:HPF_03185	ko:K04079	Hydrogenophaga
hpse:HPF_03190	ko:K19620	Hydrogenophaga
hpse:HPF_03195	ko:K19621	Hydrogenophaga
hpse:HPF_03205	ko:K19623	Hydrogenophaga
hpse:HPF_03210	ko:K07027	Hydrogenophaga
hpse:HPF_03220	ko:K04063	Hydrogenophaga
hpse:HPF_03240	ko:K09924	Hydrogenophaga
hpse:HPF_03255	ko:K06048	Hydrogenophaga
hpse:HPF_03265	ko:K09694	Hydrogenophaga
hpse:HPF_03270	ko:K09695	Hydrogenophaga
hpse:HPF_03275	ko:K01613	Hydrogenophaga
hpse:HPF_03280	ko:K08289	Hydrogenophaga
hpse:HPF_03285	ko:K02004	Hydrogenophaga
hpse:HPF_03290	ko:K02003	Hydrogenophaga
hpse:HPF_03295	ko:K02005	Hydrogenophaga
hpse:HPF_07345	ko:K02020	Hydrogenophaga
hpse:HPF_07355	ko:K15864	Hydrogenophaga
hpse:HPF_07360	ko:K08738	Hydrogenophaga
hpse:HPF_07365	ko:K19344	Hydrogenophaga
hpse:HPF_07370	ko:K19345	Hydrogenophaga
hpse:HPF_07400	ko:K02164	Hydrogenophaga
hpse:HPF_07420	ko:K02305	Hydrogenophaga
hpse:HPF_07425	ko:K04561	Hydrogenophaga
hpse:HPF_07430	ko:K04748	Hydrogenophaga
hpse:HPF_07440	ko:K02448	Hydrogenophaga
hpse:HPF_07445	ko:K21563	Hydrogenophaga
hpse:HPF_07450	ko:K01409	Hydrogenophaga
hpse:HPF_07455	ko:K01999	Hydrogenophaga
hpse:HPF_07465	ko:K02956	Hydrogenophaga
hpse:HPF_07470	ko:K00962	Hydrogenophaga
hpse:HPF_07475	ko:K00344	Hydrogenophaga
hpse:HPF_07480	ko:K01803	Hydrogenophaga
hpse:HPF_07485	ko:K03075	Hydrogenophaga
hpse:HPF_07500	ko:K00331	Hydrogenophaga
hpse:HPF_07505	ko:K00332	Hydrogenophaga
hpse:HPF_07510	ko:K00333	Hydrogenophaga
hpse:HPF_07525	ko:K00336	Hydrogenophaga
hpse:HPF_07530	ko:K00337	Hydrogenophaga
hpse:HPF_07535	ko:K00338	Hydrogenophaga
hpse:HPF_07540	ko:K00339	Hydrogenophaga
hpse:HPF_07550	ko:K00341	Hydrogenophaga
hpse:HPF_07555	ko:K00342	Hydrogenophaga
hpse:HPF_07560	ko:K00343	Hydrogenophaga
hpse:HPF_07570	ko:K01515	Hydrogenophaga
hpse:HPF_07585	ko:K01273	Hydrogenophaga
hpse:HPF_07590	ko:K12368	Hydrogenophaga
hpse:HPF_07595	ko:K12369	Hydrogenophaga
hpse:HPF_07600	ko:K12370	Hydrogenophaga
hpse:HPF_07605	ko:K12371	Hydrogenophaga
hpse:HPF_11650	ko:K03503	Hydrogenophaga
hpse:HPF_11665	ko:K03981	Hydrogenophaga
hpse:HPF_11700	ko:K04763	Hydrogenophaga
hpse:HPF_11720	ko:K03630	Hydrogenophaga
hpse:HPF_11760	ko:K00558	Hydrogenophaga
hpse:HPF_11785	ko:K00558	Hydrogenophaga
hpse:HPF_11810	ko:K04025	Hydrogenophaga
hpse:HPF_11815	ko:K03111	Hydrogenophaga
hpse:HPF_11855	ko:K12055	Hydrogenophaga
hpse:HPF_11875	ko:K06867	Hydrogenophaga
hpse:HPF_11880	ko:K03424	Hydrogenophaga
hpse:HPF_11885	ko:K02676	Hydrogenophaga
hpse:HPF_11890	ko:K02341	Hydrogenophaga
hpse:HPF_11895	ko:K00943	Hydrogenophaga
hpse:HPF_11900	ko:K07082	Hydrogenophaga
hpse:HPF_11905	ko:K06980	Hydrogenophaga
hpse:HPF_16235	ko:K03183	Hydrogenophaga
hpse:HPF_16250	ko:K00059	Hydrogenophaga
hpse:HPF_16265	ko:K00647	Hydrogenophaga
hpse:HPF_16310	ko:K02078	Hydrogenophaga
hpse:HPF_16315	ko:K09458	Hydrogenophaga
hpse:HPF_16320	ko:K02078	Hydrogenophaga
hpse:HPF_16355	ko:K01894	Hydrogenophaga
hpse:HPF_16365	ko:K03439	Hydrogenophaga
hpse:HPF_16375	ko:K06177	Hydrogenophaga
hpse:HPF_16380	ko:K01872	Hydrogenophaga
hpse:HPF_16390	ko:K07250	Hydrogenophaga
hpse:HPF_16400	ko:K02052	Hydrogenophaga
hpse:HPF_16405	ko:K02055	Hydrogenophaga
hpse:HPF_16410	ko:K02054	Hydrogenophaga
hpse:HPF_16415	ko:K02053	Hydrogenophaga
hpse:HPF_16425	ko:K12255	Hydrogenophaga
hpse:HPF_16430	ko:K21700	Hydrogenophaga
hpse:HPF_16435	ko:K02055	Hydrogenophaga
hpse:HPF_16440	ko:K00135	Hydrogenophaga
hpse:HPF_20465	ko:K05712	Hydrogenophaga
hpse:HPF_20485	ko:K03862	Hydrogenophaga
hpse:HPF_20490	ko:K03863	Hydrogenophaga
hpse:HPF_20510	ko:K00820	Hydrogenophaga
hpse:HPF_20525	ko:K04042	Hydrogenophaga
hpse:HPF_20555	ko:K07343	Hydrogenophaga
hpse:HPF_20585	ko:K08309	Hydrogenophaga
hpse:HPF_20595	ko:K06076	Hydrogenophaga
hpse:HPF_20605	ko:K21600	Hydrogenophaga
hpse:HPF_20610	ko:K00799	Hydrogenophaga
hpse:HPF_20620	ko:K00974	Hydrogenophaga
hpse:HPF_20635	ko:K07649	Hydrogenophaga
hpse:HPF_20640	ko:K17317	Hydrogenophaga
hpse:HPF_20645	ko:K17316	Hydrogenophaga
hpse:HPF_20650	ko:K17315	Hydrogenophaga
hpse:HPF_20655	ko:K17315	Hydrogenophaga
hpse:HPF_20660	ko:K00845	Hydrogenophaga
hpse:HPF_20665	ko:K03672	Hydrogenophaga
hpse:HPF_20720	ko:K01633	Hydrogenophaga
hpse:HPF_02470	ko:K00432	Hydrogenophaga
hpse:HPF_02490	ko:K09771	Hydrogenophaga
hpse:HPF_02505	ko:K03699	Hydrogenophaga
hpse:HPF_02535	ko:K05020	Hydrogenophaga
