Organism	Metabolite	Conc	Module	Relation	Interactions	Description
Synechocystis	G6P	High	M00008	External	0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Synechocystis	G6P	High	M00009	External	0	Citrate cycle (TCA cycle, Krebs cycle)
Synechocystis	G6P	High	M00011	External	0	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
Synechocystis	G6P	High	M00015	External	0	Proline biosynthesis, glutamate => proline
Synechocystis	G6P	High	M00019	External	0	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
Synechocystis	G6P	High	M00026	External	0	Histidine biosynthesis, PRPP => histidine
Synechocystis	G6P	High	M00029	External	0	Urea cycle
Synechocystis	G6P	High	M00032	External	0	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
Synechocystis	G6P	High	M00036	External	0	Leucine degradation, leucine => acetoacetate + acetyl-CoA
Synechocystis	G6P	High	M00049	External	0	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
Synechocystis	G6P	High	M00050	External	0	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP
Synechocystis	G6P	High	M00060	External	0	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
Synechocystis	G6P	High	M00083	External	0	Fatty acid biosynthesis, elongation
Synechocystis	G6P	High	M00088	External	0	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
Synechocystis	G6P	High	M00095	External	0	C5 isoprenoid biosynthesis, mevalonate pathway
Synechocystis	G6P	High	M00114	External	0	Ascorbate biosynthesis, plants, fructose-6P => ascorbate
Synechocystis	G6P	High	M00115	External	0	NAD biosynthesis, aspartate => quinolinate => NAD
Synechocystis	G6P	High	M00118	External	0	Glutathione biosynthesis, glutamate => glutathione
Synechocystis	G6P	High	M00123	External	0	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Synechocystis	G6P	High	M00145	External	0	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria
Synechocystis	G6P	High	M00149	External	0	Succinate dehydrogenase, prokaryotes
Synechocystis	G6P	High	M00162	External	0	Cytochrome b6f complex
Synechocystis	G6P	High	M00163	External	0	Photosystem I
Synechocystis	G6P	High	M00173	External	0	Reductive citrate cycle (Arnon-Buchanan cycle)
Synechocystis	G6P	High	M00307	External	0	Pyruvate oxidation, pyruvate => acetyl-CoA
Synechocystis	G6P	High	M00346	External	0	Formaldehyde assimilation, serine pathway
Synechocystis	G6P	High	M00357	External	0	Methanogenesis, acetate => methane
Synechocystis	G6P	High	M00373	External	0	Ethylmalonyl pathway
Synechocystis	G6P	High	M00374	External	0	Dicarboxylate-hydroxybutyrate cycle
Synechocystis	G6P	High	M00375	External	0	Hydroxypropionate-hydroxybutylate cycle
Synechocystis	G6P	High	M00376	External	0	3-Hydroxypropionate bi-cycle
Synechocystis	G6P	High	M00432	External	0	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
Synechocystis	G6P	High	M00532	External	0	Photorespiration
Synechocystis	G6P	High	M00535	External	0	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
Synechocystis	G6P	High	M00565	External	0	Trehalose biosynthesis, D-glucose 1P => trehalose
Synechocystis	G6P	High	M00570	External	0	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
Synechocystis	G6P	High	M00572	External	0	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
Synechocystis	G6P	High	M00573	External	0	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin
Synechocystis	G6P	High	M00577	External	0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
Synechocystis	G6P	High	M00615	External	0	Nitrate assimilation
Synechocystis	G6P	High	M00793	External	0	dTDP-L-rhamnose biosynthesis
Synechocystis	G6P	High	M00844	External	0	Arginine biosynthesis, ornithine => arginine
Synechocystis	G6P	High	M00845	External	0	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Synechocystis	G6P	High	M00849	External	0	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
Synechocystis	G6P	High	M00855	Internal	0	Glycogen degradation, glycogen => glucose-6P
Synechocystis	G6P	High	M00866	External	0	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type
Synechocystis	G6P	High	M00873	External	0	Fatty acid biosynthesis in mitochondria, animals
Synechocystis	G6P	High	M00874	External	0	Fatty acid biosynthesis in mitochondria, fungi
Synechocystis	G6P	High	M00880	External	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Synechocystis	G6P	High	M00912	External	0	NAD biosynthesis, tryptophan => quinolinate => NAD
Synechocystis	G6P	High	M00924	External	0	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
Synechocystis	G6P	High	M00925	External	0	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
Synechocystis	G6P	Low	M00001	External	0	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
Synechocystis	G6P	Low	M00002	External	0	Glycolysis, core module involving three-carbon compounds
Synechocystis	G6P	Low	M00003	External	0	Gluconeogenesis, oxaloacetate => fructose-6P
Synechocystis	G6P	Low	M00004	External	0	Pentose phosphate pathway (Pentose phosphate cycle)
Synechocystis	G6P	Low	M00006	External	0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Synechocystis	G6P	Low	M00008	External	0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Synechocystis	G6P	Low	M00009	External	0	Citrate cycle (TCA cycle, Krebs cycle)
Synechocystis	G6P	Low	M00011	External	0	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
Synechocystis	G6P	Low	M00015	External	0	Proline biosynthesis, glutamate => proline
Synechocystis	G6P	Low	M00019	External	0	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
Synechocystis	G6P	Low	M00026	External	0	Histidine biosynthesis, PRPP => histidine
Synechocystis	G6P	Low	M00029	External	0	Urea cycle
Synechocystis	G6P	Low	M00032	External	0	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
Synechocystis	G6P	Low	M00036	External	0	Leucine degradation, leucine => acetoacetate + acetyl-CoA
Synechocystis	G6P	Low	M00049	External	0	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
Synechocystis	G6P	Low	M00050	External	0	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP
Synechocystis	G6P	Low	M00051	External	0	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
Synechocystis	G6P	Low	M00060	External	0	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
Synechocystis	G6P	Low	M00083	External	0	Fatty acid biosynthesis, elongation
Synechocystis	G6P	Low	M00088	External	0	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
Synechocystis	G6P	Low	M00095	External	0	C5 isoprenoid biosynthesis, mevalonate pathway
Synechocystis	G6P	Low	M00114	External	0	Ascorbate biosynthesis, plants, fructose-6P => ascorbate
Synechocystis	G6P	Low	M00115	External	0	NAD biosynthesis, aspartate => quinolinate => NAD
Synechocystis	G6P	Low	M00118	External	0	Glutathione biosynthesis, glutamate => glutathione
Synechocystis	G6P	Low	M00123	External	0	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Synechocystis	G6P	Low	M00145	External	0	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria
Synechocystis	G6P	Low	M00149	External	0	Succinate dehydrogenase, prokaryotes
Synechocystis	G6P	Low	M00162	External	0	Cytochrome b6f complex
Synechocystis	G6P	Low	M00163	External	0	Photosystem I
Synechocystis	G6P	Low	M00173	External	0	Reductive citrate cycle (Arnon-Buchanan cycle)
Synechocystis	G6P	Low	M00307	External	0	Pyruvate oxidation, pyruvate => acetyl-CoA
Synechocystis	G6P	Low	M00346	External	0	Formaldehyde assimilation, serine pathway
Synechocystis	G6P	Low	M00357	External	0	Methanogenesis, acetate => methane
Synechocystis	G6P	Low	M00373	External	0	Ethylmalonyl pathway
Synechocystis	G6P	Low	M00374	External	0	Dicarboxylate-hydroxybutyrate cycle
Synechocystis	G6P	Low	M00375	External	0	Hydroxypropionate-hydroxybutylate cycle
Synechocystis	G6P	Low	M00376	External	0	3-Hydroxypropionate bi-cycle
Synechocystis	G6P	Low	M00432	External	0	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
Synechocystis	G6P	Low	M00532	External	0	Photorespiration
Synechocystis	G6P	Low	M00535	External	0	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
Synechocystis	G6P	Low	M00565	External	0	Trehalose biosynthesis, D-glucose 1P => trehalose
Synechocystis	G6P	Low	M00570	External	0	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
Synechocystis	G6P	Low	M00572	External	0	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
Synechocystis	G6P	Low	M00573	External	0	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin
Synechocystis	G6P	Low	M00577	External	0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
Synechocystis	G6P	Low	M00615	External	0	Nitrate assimilation
Synechocystis	G6P	Low	M00793	External	0	dTDP-L-rhamnose biosynthesis
Synechocystis	G6P	Low	M00844	External	0	Arginine biosynthesis, ornithine => arginine
Synechocystis	G6P	Low	M00845	External	0	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Synechocystis	G6P	Low	M00849	External	0	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
Synechocystis	G6P	Low	M00855	Internal	0	Glycogen degradation, glycogen => glucose-6P
Synechocystis	G6P	Low	M00866	External	0	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type
Synechocystis	G6P	Low	M00873	External	0	Fatty acid biosynthesis in mitochondria, animals
Synechocystis	G6P	Low	M00874	External	0	Fatty acid biosynthesis in mitochondria, fungi
Synechocystis	G6P	Low	M00880	External	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Synechocystis	G6P	Low	M00912	External	0	NAD biosynthesis, tryptophan => quinolinate => NAD
Synechocystis	G6P	Low	M00924	External	0	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
Synechocystis	G6P	Low	M00925	External	0	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
Synechocystis	GAP	Low	M00001	Internal	0	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
Synechocystis	GAP	Low	M00002	Internal	0	Glycolysis, core module involving three-carbon compounds
Synechocystis	GAP	Low	M00003	Internal	0	Gluconeogenesis, oxaloacetate => fructose-6P
Synechocystis	GAP	Low	M00004	Internal	0	Pentose phosphate pathway (Pentose phosphate cycle)
Synechocystis	GAP	Low	M00006	External	0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Synechocystis	GAP	Low	M00008	Internal	0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Synechocystis	GAP	Low	M00009	External	0	Citrate cycle (TCA cycle, Krebs cycle)
Synechocystis	GAP	Low	M00011	External	0	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
Synechocystis	GAP	Low	M00015	External	0	Proline biosynthesis, glutamate => proline
Synechocystis	GAP	Low	M00019	External	0	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
Synechocystis	GAP	Low	M00026	External	0	Histidine biosynthesis, PRPP => histidine
Synechocystis	GAP	Low	M00029	External	0	Urea cycle
Synechocystis	GAP	Low	M00032	External	0	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
Synechocystis	GAP	Low	M00036	External	0	Leucine degradation, leucine => acetoacetate + acetyl-CoA
Synechocystis	GAP	Low	M00049	External	0	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
Synechocystis	GAP	Low	M00050	External	0	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP
Synechocystis	GAP	Low	M00051	External	0	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
Synechocystis	GAP	Low	M00060	External	0	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
Synechocystis	GAP	Low	M00083	External	0	Fatty acid biosynthesis, elongation
Synechocystis	GAP	Low	M00088	External	0	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
Synechocystis	GAP	Low	M00095	External	0	C5 isoprenoid biosynthesis, mevalonate pathway
Synechocystis	GAP	Low	M00114	External	0	Ascorbate biosynthesis, plants, fructose-6P => ascorbate
Synechocystis	GAP	Low	M00115	External	0	NAD biosynthesis, aspartate => quinolinate => NAD
Synechocystis	GAP	Low	M00118	External	0	Glutathione biosynthesis, glutamate => glutathione
Synechocystis	GAP	Low	M00123	External	0	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Synechocystis	GAP	Low	M00145	External	0	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria
Synechocystis	GAP	Low	M00149	External	0	Succinate dehydrogenase, prokaryotes
Synechocystis	GAP	Low	M00162	External	0	Cytochrome b6f complex
Synechocystis	GAP	Low	M00163	External	0	Photosystem I
Synechocystis	GAP	Low	M00173	External	0	Reductive citrate cycle (Arnon-Buchanan cycle)
Synechocystis	GAP	Low	M00307	External	0	Pyruvate oxidation, pyruvate => acetyl-CoA
Synechocystis	GAP	Low	M00346	External	0	Formaldehyde assimilation, serine pathway
Synechocystis	GAP	Low	M00357	External	0	Methanogenesis, acetate => methane
Synechocystis	GAP	Low	M00373	External	0	Ethylmalonyl pathway
Synechocystis	GAP	Low	M00374	External	0	Dicarboxylate-hydroxybutyrate cycle
Synechocystis	GAP	Low	M00375	External	0	Hydroxypropionate-hydroxybutylate cycle
Synechocystis	GAP	Low	M00376	External	0	3-Hydroxypropionate bi-cycle
Synechocystis	GAP	Low	M00432	External	0	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
Synechocystis	GAP	Low	M00532	External	0	Photorespiration
Synechocystis	GAP	Low	M00535	External	0	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
Synechocystis	GAP	Low	M00565	External	0	Trehalose biosynthesis, D-glucose 1P => trehalose
Synechocystis	GAP	Low	M00570	External	0	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
Synechocystis	GAP	Low	M00572	External	0	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
Synechocystis	GAP	Low	M00573	External	0	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin
Synechocystis	GAP	Low	M00577	External	0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
Synechocystis	GAP	Low	M00615	External	0	Nitrate assimilation
Synechocystis	GAP	Low	M00793	External	0	dTDP-L-rhamnose biosynthesis
Synechocystis	GAP	Low	M00844	External	0	Arginine biosynthesis, ornithine => arginine
Synechocystis	GAP	Low	M00845	External	0	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Synechocystis	GAP	Low	M00849	External	0	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
Synechocystis	GAP	Low	M00855	External	0	Glycogen degradation, glycogen => glucose-6P
Synechocystis	GAP	Low	M00866	External	0	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type
Synechocystis	GAP	Low	M00873	External	0	Fatty acid biosynthesis in mitochondria, animals
Synechocystis	GAP	Low	M00874	External	0	Fatty acid biosynthesis in mitochondria, fungi
Synechocystis	GAP	Low	M00880	External	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Synechocystis	GAP	Low	M00912	External	0	NAD biosynthesis, tryptophan => quinolinate => NAD
Synechocystis	Glyx	High	M00003	External	0	Gluconeogenesis, oxaloacetate => fructose-6P
Synechocystis	Glyx	High	M00015	External	0	Proline biosynthesis, glutamate => proline
Synechocystis	Glyx	High	M00026	External	0	Histidine biosynthesis, PRPP => histidine
Synechocystis	Glyx	High	M00032	External	0	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
Synechocystis	Glyx	High	M00036	External	0	Leucine degradation, leucine => acetoacetate + acetyl-CoA
Synechocystis	Glyx	High	M00114	External	0	Ascorbate biosynthesis, plants, fructose-6P => ascorbate
Synechocystis	Glyx	High	M00118	External	0	Glutathione biosynthesis, glutamate => glutathione
Synechocystis	Glyx	High	M00123	External	0	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Synechocystis	Glyx	High	M00145	External	0	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria
Synechocystis	Glyx	High	M00162	External	0	Cytochrome b6f complex
Synechocystis	Glyx	High	M00163	External	0	Photosystem I
Synechocystis	Glyx	High	M00307	External	0	Pyruvate oxidation, pyruvate => acetyl-CoA
Synechocystis	Glyx	High	M00346	Internal	0	Formaldehyde assimilation, serine pathway
Synechocystis	Glyx	High	M00357	External	0	Methanogenesis, acetate => methane
Synechocystis	Glyx	High	M00532	Internal	0	Photorespiration
Synechocystis	Glyx	High	M00565	External	0	Trehalose biosynthesis, D-glucose 1P => trehalose
Synechocystis	Glyx	High	M00573	External	0	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin
Synechocystis	Glyx	High	M00577	External	0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
Synechocystis	Glyx	High	M00793	External	0	dTDP-L-rhamnose biosynthesis
Synechocystis	Glyx	High	M00855	External	0	Glycogen degradation, glycogen => glucose-6P
Synechocystis	Glyx	High	M00880	External	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Synechocystis	Glyx	High	M00924	External	0	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
Synechocystis	Glyx	High	M00925	External	0	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
Synechocystis	Glyx	Low	M00003	External	0	Gluconeogenesis, oxaloacetate => fructose-6P
Synechocystis	Glyx	Low	M00004	External	0	Pentose phosphate pathway (Pentose phosphate cycle)
Synechocystis	Glyx	Low	M00006	External	0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Synechocystis	Glyx	Low	M00008	External	0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Synechocystis	Glyx	Low	M00009	External	0	Citrate cycle (TCA cycle, Krebs cycle)
Synechocystis	Glyx	Low	M00011	External	0	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
Synechocystis	Glyx	Low	M00015	External	0	Proline biosynthesis, glutamate => proline
Synechocystis	Glyx	Low	M00019	External	0	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
Synechocystis	Glyx	Low	M00026	External	0	Histidine biosynthesis, PRPP => histidine
Synechocystis	Glyx	Low	M00032	External	0	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
Synechocystis	Glyx	Low	M00036	External	0	Leucine degradation, leucine => acetoacetate + acetyl-CoA
Synechocystis	Glyx	Low	M00051	External	0	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
Synechocystis	Glyx	Low	M00060	External	0	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
Synechocystis	Glyx	Low	M00083	External	0	Fatty acid biosynthesis, elongation
Synechocystis	Glyx	Low	M00088	External	0	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
Synechocystis	Glyx	Low	M00095	External	0	C5 isoprenoid biosynthesis, mevalonate pathway
Synechocystis	Glyx	Low	M00114	External	0	Ascorbate biosynthesis, plants, fructose-6P => ascorbate
